Brands,Models,Version,Currency,Price,Urlpic,Year,KM,Fuel_type,Transmission,Location,Color,Cilinders,Upholstery,Engine,Age
JAC,REFINE,otros,USD,12700.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/jac/refine/pe/RT_PU_f039b5ba00f44184a3f877744f000b82.webp,2016,98000.0,diesel,mecanica,Provincias,gris,4.0,tela,2771.0,8
SUBARU,IMPREZA SEDÁN,premium,USD,3000.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/subaru/impreza-sedan/pe/RT_PU_7ba4ca88e04c4476a6c7e303119a116b.webp,1998,170000.0,gasolina,mecanica,Lima,blanco,4.0,tela,1995.0,26
CHEVROLET,CRUZE SEDÁN,otros,USD,8500.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/chevrolet/cruze-sedan/pe/RT_PU_661db9ba0f374846995f148144079f5f.webp,2012,65000.0,gasolina,mecanica,Lima,negro,4.0,tela,1799.0,12
SUZUKI,S-CROSS,otros,USD,11700.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/suzuki/s-cross/pe/RT_PU_ed2ab47538b5417eb85714340b73b4ea.webp,2015,68000.0,gasolina,automatica,Lima,plata,4.0,tela,1586.0,9
GREAT WALL,H3,4x2,USD,10300.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/great-wall/h3/pe/RT_PU_afc21aeda4ab471bbf270bde48e614f6.webp,2018,48600.0,gasolina,mecanica,Provincias,negro,4.0,tela,2000.0,6
RENAULT,DUSTER OROCH,otros,USD,11300.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/renault/duster-oroch/pe/RT_PU_1947b69c819b4e2dbdb44b02733dacea.webp,2016,85000.0,gasolina,mecanica,Provincias,gris,4.0,tela,1998.0,8
HONDA,CIVIC,otros,USD,16000.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/honda/civic/pe/RT_PU_7e0207965e3840bcabacf94929b9cbba.webp,2014,42600.0,gasolina,mecanica,Lima,plata,4.0,tela,1799.0,10
FORD,ECOSPORT,otros,USD,9000.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/ford/ecosport/pe/RT_PU_fdc3edfa211f481f88bc4e50976c8460.webp,2012,117.0,gasolina,mecanica,Lima,gris,4.0,tela,1600.0,12
HYUNDAI,ELANTRA,otros,USD,15400.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/hyundai/elantra/pe/RT_PU_33f8a6580a8e4e80add0143f7c4c0788.webp,2020,60000.0,gasolina,automatica,Lima,blanco,4.0,tela,1591.0,4
TOYOTA,YARIS SEDÁN,otros,USD,9500.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/toyota/yaris-sedan/pe/RT_PU_914537da99b540acb3dc3999b4383a94.webp,2006,103300.0,gasolina,mecanica,Provincias,rojo,4.0,tela,1497.0,18
MITSUBISHI,ASX,otros,USD,14500.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/mitsubishi/asx/pe/RT_PU_56843aeea40c4e66a6e40428a2174027.webp,2019,92600.0,gasolina,mecanica,Provincias,plata,4.0,tela,1998.0,5
AUDI,A4,otros,USD,14200.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/audi/a4/pe/RT_PU_da373d7f519441fa9ecf68a7c83c5c12.webp,2015,67000.0,gasolina,otros,Lima,blanco,4.0,otros,1800.0,9
JEEP,CHEROKEE,otros,USD,18000.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/jeep/cherokee/pe/RT_PU_a3fdda075d914babb64e87b9b6f59ae8.webp,2015,66000.0,gasolina,mecanica,Provincias,otro,4.0,otros,2500.0,9
MERCEDES BENZ,CLASE C,otros,PEN,26500.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/mercedes-benz/clase-c/pe/RT_PU_b68da802096e4542a6ea21874d88272f.webp,2005,127000.0,gasolina,automatica,Lima,azul,4.0,cuero,1496.0,19
NISSAN,X-TRAIL,otros,USD,17200.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/nissan/x-trail/pe/RT_PU_ce8fbea5fc0b43439c9e45c51eadfaee.webp,2014,80000.0,gasolina,automatica,Lima,rojo,4.0,tela,2498.0,10
RENAULT,MASTER MINIBUS,otros,USD,29900.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/renault/master-minibus/pe/RT_PU_8b128bf93168423b84ab60179cc642fa.webp,2016,234000.0,diesel,mecanica,Provincias,blanco,4.0,tela,2299.0,8
MITSUBISHI,L200,4x4,USD,16000.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/mitsubishi/l200/pe/RT_PU_ceacc4c5124740c3a98b8c8a70a72fa9.webp,2015,64250.0,gasolina,mecanica,Lima,negro,4.0,tela,2442.0,9
FORD,RANGER,4x4,USD,28500.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/ford/ranger/pe/RT_PU_ff9c9d1e7f3b4f4c951d99e2f808e45d.webp,2020,18000.0,diesel,mecanica,Provincias,plata,4.0,tela,3198.0,4
VOLKSWAGEN,GOL SEDÁN,otros,USD,10000.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/volkswagen/gol-sedan/pe/RT_PU_9d53e726ce324c66b8a9486f87d76b5f.webp,2017,58000.0,gasolina,automatica,Lima,azul,4.0,tela,1598.0,7
BMW,SERIE 1,otros,USD,12500.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/bmw/serie-1/pe/RT_PU_16479e1ccb5843cdae507925e0ee5037.webp,2013,170800.0,gasolina,mecanica,Lima,negro,4.0,tela,1596.0,11
KIA,CERATO,premium,USD,10999.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/kia/cerato/pe/RT_PU_e25c6759904b461ab3f2fa282642a43c.webp,2015,161000.0,gasolina,mecanica,Lima,otro,4.0,tela,1599.0,9
AUDI,Q5,otros,USD,33000.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/audi/q5/pe/RT_PU_329059a1f4e44174b25fb700e3e87a0e.webp,2018,49000.0,gasolina,otros,Lima,plata,4.0,tela,1984.0,6
CHERY,TIGGO 7 PRO,otros,USD,20150.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/chery/tiggo-7-pro/pe/RT_PU_d3b8c0750cb24013b283ba201bdeb88a.webp,2022,17000.0,gasolina,automatica,Lima,rojo,4.0,cuero,1498.0,2
RENAULT,LOGAN,otros,USD,6430.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/renault/logan/pe/RT_PU_c933a1415bf04e4893be2b5b15180570.webp,2013,141851.0,gasolina,mecanica,Lima,plata,4.0,tela,1598.0,11
GREAT WALL,SAFE,4x4,USD,6470.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/great-wall/safe/pe/RT_PU_f42230387ec3436baa897970be81ce29.webp,2009,98564.0,gasolina,mecanica,Lima,gris,4.0,tela,2300.0,15
TOYOTA,RUSH,premium,USD,22000.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/toyota/rush/pe/RT_PU_abf71a07bd634cb383253565e3a04672.webp,2022,11900.0,gasolina,automatica,Lima,plata,4.0,tela,1496.0,2
VOLVO,460 GLT,otros,USD,4200.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/volvo/460-glt/pe/RT_PU_c6f2485de2204eb5b995828752de6b0f.webp,1995,114113.0,gasolina,otros,Lima,otro,,otros,,29
KIA,CERATO,otros,USD,8700.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/kia/cerato/pe/RT_PU_4fcf5894b56b43e5a9a30439b442f2f5.webp,2010,153000.0,gasolina,automatica,Lima,plata,4.0,tela,1591.0,14
FORD,ECOSPORT,otros,PEN,13000.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/ford/ecosport/pe/RT_PU_22c9dff9ea7645e48f1bc169f65fdcba.webp,2015,35500.0,gasolina,mecanica,Lima,rojo,4.0,tela,1600.0,9
HONDA,ACCORD,otros,USD,6500.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/honda/accord/pe/RT_PU_f7bfaa27a5c54bfe955c53280b62ba08.webp,2006,149000.0,gasolina,automatica,Lima,marron,4.0,cuero,2354.0,18
NISSAN,X-TRAIL,4x4,USD,18900.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/nissan/x-trail/pe/RT_PU_df4a06e5ffc2471c873533bc5d4e7a12.webp,2017,59600.0,gasolina,automatica,Provincias,gris,4.0,tela,2488.0,7
LAND ROVER,DISCOVERY SPORT,otros,USD,32000.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/land-rover/discovery-sport/pe/RT_PU_dba82d8abd9f4d72a9957668da3a422e.webp,2018,49677.0,gasolina,automatica,Lima,rojo,4.0,cuero,1999.0,6
SUBARU,FORESTER,premium,USD,14800.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/subaru/forester/pe/RT_PU_8c2fa9706b43401591fcfd32b49cdfa0.webp,2014,91000.0,gasolina,automatica,Provincias,gris,4.0,otros,2000.0,10
TOYOTA,HILUX,4x4,USD,39500.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/toyota/hilux/pe/RT_PU_99b50b8cf4424bbb80e196c1f62299e0.webp,2022,40000.0,gasolina,mecanica,Provincias,blanco,4.0,tela,2755.0,2
SUBARU,XV,premium,USD,21900.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/subaru/xv/pe/RT_PU_d599e8a218b84d8ab02f914a60c97ac7.webp,2018,60400.0,gasolina,automatica,Lima,gris,4.0,cuero,1995.0,6
MITSUBISHI,OUTLANDER,otros,USD,17500.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/mitsubishi/outlander/pe/RT_PU_5a8a1c45ea5d4735a079d105c1e96ff2.webp,2014,62500.0,gasolina,automatica,Lima,otro,4.0,tela,1998.0,10
TOYOTA,LAND CRUISER PRADO,premium,USD,22500.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/toyota/land-cruiser-prado/pe/RT_PU_522bf1129df24b668e9c4c438c516044.webp,2013,213000.0,gasolina,automatica,Lima,negro,4.0,tela,2694.0,11
SUBARU,XV,premium,USD,13500.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/subaru/xv/pe/RT_PU_65fb2cda8d2d41c2938ec222f5b3a6f2.webp,2014,130000.0,gasolina,automatica_secuencial,Lima,plata,4.0,cuero,1995.0,10
SUBARU,XV,premium,USD,13900.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/subaru/xv/pe/RT_PU_4ca80098c7ef47ac9083de2294b37a6e.webp,2015,90100.0,gasolina,automatica_secuencial,Lima,blanco,4.0,tela,1995.0,9
NISSAN,ALMERA,otros,USD,6100.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/nissan/almera/pe/RT_PU_a5eef35685c6437f800567af1c3e631a.webp,2004,179000.0,gasolina,automatica,Lima,otro,4.0,tela,1596.0,20
TOYOTA,HILUX,4x4,USD,29000.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/toyota/hilux/pe/RT_PU_40c61ad2185946f290d702aa2f47c92f.webp,2016,55000.0,diesel,mecanica,Provincias,plata,4.0,tela,2982.0,8
CHERY,TIGGO 2 PRO,otros,USD,13500.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/chery/tiggo-2-pro/pe/RT_PU_a23c5735d65d42cca4f0316e13eb68a1.webp,2023,11500.0,gasolina,automatica,Lima,rojo,4.0,tela_cuero,1497.0,1
TOYOTA,HILUX,4x2,USD,14500.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/toyota/hilux/pe/RT_PU_b8e7640f40cb4ea1bef35f17fec876d0.webp,2008,360000.0,diesel,mecanica,Provincias,azul,4.0,tela,2393.0,16
KIA,RIO,premium,USD,12000.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/kia/rio/pe/RT_PU_2199a9ad4b4c4546815eecc873cec9ed.webp,2018,23000.0,gasolina,mecanica,Provincias,negro,4.0,tela,1399.0,6
CHEVROLET,VIVANT,otros,USD,6800.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/chevrolet/vivant/pe/RT_PU_866cf4f5b94f4be48e22372641e2baa6.webp,2008,92000.0,gasolina,mecanica,Provincias,marron,4.0,tela,1600.0,16
FORD,MUSTANG,otros,USD,18000.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/ford/mustang/pe/RT_PU_f7105b4f5ed544e09e0321e20c10713b.webp,2006,65000.0,gasolina,mecanica,Lima,azul,8.0,cuero,4600.0,18
TOYOTA,HILUX,4x4,USD,34999.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/toyota/hilux/pe/RT_PU_92c9f194924249b1ae51b3ca2ecbb55c.webp,2019,87000.0,gasolina,automatica,Provincias,blanco,4.0,tela,2755.0,5
FORD,TERRITORY,otros,USD,24500.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/ford/territory/pe/RT_PU_a6282931c7d74ceb8ab78da7a7692037.webp,2023,7000.0,gasolina,automatica,Lima,otro,4.0,cuero,1800.0,1
MINI,COPPER S,otros,USD,30000.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/mini/copper-s/pe/RT_PU_bd8404c3f9b94d45b32a678f7e06f470.webp,2019,18987.0,gasolina,mecanica,Lima,gris,4.0,tela,1598.0,5
GEELY,AZKARRA,premium,USD,23500.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/geely/azkarra/pe/RT_PU_f9061b5945b84ae38970e40555bbd624.webp,2023,8500.0,,automatica,Provincias,plata,,cuero,1498.0,1
JEEP,GRAND CHEROKEE,premium,USD,50000.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/jeep/grand-cherokee/pe/RT_PU_f970893742d54b60af999c37eb765813.webp,2021,4900.0,gasolina,automatica,Provincias,negro,6.0,cuero,3604.0,3
KIA,PICANTO,otros,USD,8500.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/kia/picanto/pe/RT_PU_f77ea5e8138441578fefb4a4be71a07e.webp,2012,125000.0,gasolina,mecanica,Lima,negro,4.0,tela,1200.0,12
CHERY,TIGGO 3,otros,USD,12000.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/chery/tiggo-3/pe/RT_PU_407a31b86edb4053a74f3b7276eccb34.webp,2017,16228.0,gasolina,mecanica,Lima,gris,4.0,cuero,1598.0,7
VOLKSWAGEN,GOL,otros,USD,10900.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/volkswagen/gol/pe/RT_PU_15989ca265a1429dbdeaf16f9b2b1f95.webp,2018,47000.0,gasolina,automatica,Lima,plata,4.0,tela,1598.0,6
KIA,RIO,premium,USD,12500.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/kia/rio/pe/RT_PU_0cca6efeea864b89b432f6bc954ec30d.webp,2020,66000.0,gasolina,mecanica,Provincias,blanco,4.0,tela,1368.0,4
VOLKSWAGEN,VIRTUS,otros,USD,16000.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/volkswagen/virtus/pe/RT_PU_17ffdb92021b4dc6b1e58d9fa22c5cf7.webp,2018,57000.0,gasolina,mecanica,Provincias,azul,4.0,cuero,1598.0,6
MITSUBISHI,L200,4x2,USD,20000.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/mitsubishi/l200/pe/RT_PU_7eaffbef9f64468b997ad1821d8298ed.webp,2020,92000.0,gasolina,mecanica,Provincias,plata,4.0,tela,2442.0,4
GEELY,GC7,otros,USD,8500.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/geely/gc7/pe/RT_PU_2202a5df354a4d38b9d3d3e37ac9d1ab.webp,2015,104000.0,gasolina,automatica,Lima,negro,4.0,cuero,1498.0,9
HYUNDAI,SANTA FE,otros,USD,16700.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/hyundai/santa-fe/pe/RT_PU_ffe0dae19bea42ffa90bd09a47f80a31.webp,2013,82600.0,gasolina,automatica,Lima,marron,4.0,tela,2359.0,11
SUZUKI,VITARA,premium,USD,19490.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/suzuki/vitara/pe/RT_PU_839c4918c1a84cb8bfe4a097f9b3177e.webp,2022,11000.0,gasolina,automatica,Lima,plata,4.0,otros,1586.0,2
TOYOTA,COROLLA,otros,USD,8000.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/toyota/corolla/pe/RT_PU_c605cf47f9844fada90c6c87024d3ab1.webp,2010,229192.0,gasolina,mecanica,Lima,gris,4.0,otros,1600.0,14
JEEP,COMPASS,otros,USD,29000.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/jeep/compass/pe/RT_PU_06658b291925499d84577ebf5c9e75ca.webp,2021,23000.0,gasolina,automatica,Lima,negro,4.0,cuero,2360.0,3
MAZDA,CX-5,premium,USD,28500.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/mazda/cx-5/pe/RT_PU_0ac92a599fa5400ea8cbef135847f075.webp,2023,3500.0,gasolina,mecanica,Lima,otro,4.0,cuero,1998.0,1
SUZUKI,BALENO,otros,USD,3300.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/suzuki/baleno/pe/RT_PU_693a1e39fbaa422e9178a8cfee71c6bc.webp,1999,200000.0,gasolina,mecanica,Lima,otro,4.0,tela,1373.0,25
KIA,RIO,otros,USD,10000.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/kia/rio/pe/RT_PU_f53f9a3a80154cb198cbf96fbd6f5009.webp,2015,200000.0,gasolina,mecanica,Lima,rojo,4.0,tela,1399.0,9
PEUGEOT,301,otros,USD,7000.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/peugeot/301/pe/RT_PU_38488a50eb8e45ba96ca6cb67829c63d.webp,2017,80000.0,diesel,mecanica,Lima,gris,4.0,tela,1560.0,7
AUDI,A3 SEDÁN,otros,USD,22800.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/audi/a3-sedan/pe/RT_PU_ae1f558c48ef4d42969ce8d592eb462d.webp,2019,30000.0,gasolina,otros,Lima,gris,4.0,tela,1197.0,5
SUZUKI,CIAZ,otros,USD,9500.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/suzuki/ciaz/pe/RT_PU_7b760f8f15e8411cbcfbb22441d6e8d4.webp,2020,75000.0,gasolina,mecanica,Lima,gris,4.0,tela,1373.0,4
TOYOTA,COROLLA (SW),otros,USD,14500.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/toyota/corolla-%28sw%29/pe/RT_PU_1afe739e16404204a02f7d13f94b9e9b.webp,2017,60000.0,gasolina,automatica,Provincias,gris,4.0,otros,1762.0,7
BMW,SERIE 3,otros,USD,17000.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/bmw/serie-3/pe/RT_PU_46cc8310f3a04ef5a260f97bd4a54c2d.webp,2017,79000.0,gasolina,automatica,Lima,azul,4.0,otros,1900.0,7
TOYOTA,YARIS SEDÁN,otros,USD,14500.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/toyota/yaris-sedan/pe/RT_PU_828129a9fb7b46e2a1f39a6c41a945bd.webp,2022,19800.0,gasolina,mecanica,Lima,rojo,4.0,tela,1299.0,2
TOYOTA,LAND CRUISER PRADO,premium,USD,26300.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/toyota/land-cruiser-prado/pe/RT_PU_789d70d15d78485896c316f4755a9447.webp,2013,116000.0,gasolina,automatica,Lima,azul,4.0,tela,2694.0,11
VOLKSWAGEN,JETTA,otros,USD,15200.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/volkswagen/jetta/pe/RT_PU_6128cb2ccf63477a97d4d781c0f4f9e8.webp,2017,21180.0,gasolina,otros,Lima,negro,4.0,tela,1984.0,7
SUBARU,LEGACY,otros,USD,8900.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/subaru/legacy/pe/RT_PU_c476da77c7f14b0a9dcbdc2f9157a4c7.webp,2009,99800.0,gasolina,mecanica,Lima,plata,4.0,tela,1994.0,15
MAHINDRA,PIK UP,4x2,USD,5800.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/mahindra/pik-up/pe/RT_PU_a268401bbc694ef5a1fd24e348c49480.webp,2013,200000.0,diesel,mecanica,Lima,blanco,4.0,tela,2179.0,11
KIA,PICANTO CROSS,otros,USD,12590.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/kia/picanto-cross/pe/RT_PU_f8ce0d08eabc4d5fa390dc3350b13281.webp,2020,38000.0,gasolina,mecanica,Lima,rojo,4.0,tela,1250.0,4
VOLKSWAGEN,BEETLE,otros,USD,9000.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/volkswagen/beetle/pe/RT_PU_29338d03fa25434a9c2069d26545f3c9.webp,2011,64000.0,gasolina,mecanica,Lima,plata,4.0,tela,1984.0,13
MAZDA,3 SPORT,premium,USD,14800.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/mazda/3-sport/pe/RT_PU_3522e8a78bab4413ac0d82a57a0a1dd2.webp,2018,49700.0,gasolina,automatica,Lima,azul,4.0,cuero,2488.0,6
MAZDA,CX-5,premium,USD,28000.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/mazda/cx-5/pe/RT_PU_80f17e693211465594f94c866150a19a.webp,2019,43500.0,gasolina,mecanica,Lima,rojo,4.0,cuero,1998.0,5
FIAT,FASTBACK,premium,USD,26000.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/fiat/fastback/pe/RT_PU_bab95c5baf2e484fad35b29c899c128f.webp,2023,988.0,gasolina,automatica,Lima,gris,4.0,cuero,1332.0,1
TOYOTA,RAV4,4x2,USD,16990.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/toyota/rav4/pe/RT_PU_69749aafb4b5428781645fe9ee20f306.webp,2015,79880.0,gasolina,mecanica,Lima,rojo,4.0,tela,1987.0,9
MAZDA,3 SPORT,otros,USD,8800.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/mazda/3-sport/pe/RT_PU_970d33eee7a744e5b98cbad9c52896be.webp,2013,90000.0,gasolina,mecanica,Lima,azul,4.0,tela,1998.0,11
HYUNDAI,VERNA,otros,USD,12000.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/hyundai/verna/pe/RT_PU_980f22f639a249baaf3d3692de88a0c0.webp,2021,13000.0,gasolina,mecanica,Provincias,plata,4.0,tela,1400.0,3
HYUNDAI,ACCENT,otros,USD,10300.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/hyundai/accent/pe/RT_PU_b32e50adc8f74066b8e4b0e833db8f7a.webp,2017,64000.0,gasolina,mecanica,Provincias,negro,4.0,tela,1368.0,7
KIA,CERATO,otros,USD,10000.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/kia/cerato/pe/RT_PU_51e42b737acb489b840890e20bddac14.webp,2013,66933.0,gasolina,mecanica,Lima,azul,4.0,tela,1599.0,11
HYUNDAI,CRETA,otros,USD,24860.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/hyundai/creta/pe/RT_PU_e39e82609fce4b3389e683d9dd12b2ca.webp,2023,14000.0,gasolina,mecanica,Provincias,gris,4.0,tela,1591.0,1
CHEVROLET,AVEO SEDÁN,otros,PEN,12500.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/chevrolet/aveo-sedan/pe/RT_PU_319b28014a7a4d899a076db7c7b732ea.webp,2011,231500.0,gasolina,mecanica,Lima,gris,4.0,tela,1399.0,13
TOYOTA,HILUX,4x4,USD,40500.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/toyota/hilux/pe/RT_PU_09bb32971bf743c89e1931c962b73dea.webp,2021,60000.0,gasolina,mecanica,Provincias,blanco,4.0,tela,2755.0,3
LIFAN,TRUCK,otros,USD,9200.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/lifan/truck/pe/RT_PU_2e56b919612447c9b95d02b3bdcff475.webp,2018,15800.0,gasolina,mecanica,Lima,gris,4.0,tela,1299.0,6
HYUNDAI,ACCENT SEDÁN,otros,USD,10500.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/hyundai/accent-sedan/pe/RT_PU_5dc19ba4ebd84251ad8d41bddc6ee5ce.webp,2011,68000.0,gasolina,mecanica,Provincias,blanco,4.0,tela,1399.0,13
MITSUBISHI,L200,4x2,USD,20000.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/mitsubishi/l200/pe/RT_PU_ff959858580d441590204bd9e70aeaa6.webp,2020,105000.0,gasolina,mecanica,Lima,blanco,4.0,tela,2442.0,4
CHEVROLET,JOY BLACK SEDÁN,otros,USD,10800.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/chevrolet/joy-black-sedan/pe/RT_PU_93bb92135f144c03b046ceb7b9082a89.webp,2021,47150.0,gasolina,mecanica,Provincias,blanco,4.0,tela_cuero,1389.0,3
SEAT,IBIZA,otros,USD,8300.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/seat/ibiza/pe/RT_PU_9bd0cb04234c4cbfbb67a650d59ec7aa.webp,2011,59900.0,gasolina,automatica,Lima,blanco,4.0,tela,1598.0,13
FIAT,UNO WAY,otros,USD,8500.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/fiat/uno-way/pe/RT_PU_efd9024a8eb048c686ed29d6e3f7ee88.webp,2019,76000.0,gasolina,mecanica,Lima,rojo,4.0,tela,1368.0,5
SUZUKI,BALENO 4P,otros,USD,13000.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/suzuki/baleno-4p/pe/RT_PU_1eaaa7855fe84b51b49a6086648f47d9.webp,2020,20300.0,gasolina,mecanica,Lima,blanco,4.0,otros,1600.0,4
MERCEDES BENZ,CLASE C,otros,USD,20500.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/mercedes-benz/clase-c/pe/RT_PU_80fc6fd095544047b7194f0a747708b0.webp,2013,62000.0,gasolina,automatica,Lima,plata,4.0,cuero,1991.0,11
FORD,EXPLORER,premium,USD,28000.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/ford/explorer/pe/RT_PU_139eae35456b4af3bc15e5eaf6b6e04c.webp,2017,76000.0,gasolina,automatica,Lima,rojo,6.0,cuero,2300.0,7
FORD,EXPEDITION,4x4,USD,25000.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/ford/expedition/pe/RT_PU_0445758da0aa4fc2b06e39825aa55169.webp,2012,56521.0,gasolina,otros,Lima,gris,,otros,,12
