Brands,Models,Version,Currency,Price,Urlpic,Year,KM,Fuel_type,Transmission,Location,Color,Cilinders,Upholstery,Engine,Age
MAZDA,CX-5,otros,PEN,17500.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/mazda/cx-5/pe/RT_PU_76206bed67f24e8d98fc57bca7c169e6.webp,2013,63900.0,gasolina,automatica_secuencial,Lima,azul,4.0,tela,1998.0,11
GREAT WALL,H5,4x2,USD,10800.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/great-wall/h5/pe/RT_PU_8f02ed3be27f4684a75438431909b2d2.webp,2014,126000.0,gasolina,mecanica,Provincias,blanco,4.0,tela,2378.0,10
MITSUBISHI,OUTLANDER,otros,USD,18000.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/mitsubishi/outlander/pe/RT_PU_2db9cb73c2cd4a49bfa9c6fc183d9ae4.webp,2016,77800.0,gasolina,automatica,Lima,blanco,4.0,cuero,1998.0,8
HYUNDAI,SONATA,otros,USD,8500.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/hyundai/sonata/pe/RT_PU_5daa0139f9834eee9e5a78a71e8aa59a.webp,2008,170000.0,gasolina,otros,Provincias,negro,,otros,,16
KIA,SPORTAGE,otros,USD,13500.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/kia/sportage/pe/RT_PU_bd9edf4892984cdfbe0e1d3d8e678af9.webp,2013,114850.0,gasolina,automatica,Lima,azul,4.0,tela,2000.0,11
RENAULT,DUSTER,otros,USD,15800.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/renault/duster/pe/RT_PU_226d46cbe6a64958ba21668630dead28.webp,2020,31500.0,gasolina,mecanica,Provincias,gris,4.0,tela,1598.0,4
CHANGAN,CS35 PLUS,premium,USD,13900.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/changan/cs35-plus/pe/RT_PU_575fbadaa0394f88bea9daf18629e4a4.webp,2021,22500.0,gasolina,automatica,Provincias,gris,4.0,cuero,1598.0,3
KIA,SORENTO,4x2,USD,19500.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/kia/sorento/pe/RT_PU_0904dde9e7a34c3ba97adf29459f74fd.webp,2015,33000.0,gasolina,automatica,Provincias,plata,4.0,tela,2349.0,9
JEEP,COMPASS,otros,USD,26000.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/jeep/compass/pe/RT_PU_8227d4e2a2404861bf76faad4a1bad06.webp,2019,48000.0,gasolina,automatica,Lima,negro,4.0,cuero,2360.0,5
JEEP,GRAND CHEROKEE,4x2,USD,8000.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/jeep/grand-cherokee/pe/RT_PU_25e213aa6b7b4e7b9473990d6a1884b4.webp,2001,145000.0,gasolina,automatica,Lima,blanco,6.0,tela,3604.0,23
KIA,CERATO,premium,USD,10000.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/kia/cerato/pe/RT_PU_f0619bc6ff0246daaed63f73074573a7.webp,2010,130000.0,gasolina,mecanica,Lima,gris,4.0,tela,1599.0,14
SUZUKI,SWIFT,otros,USD,9500.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/suzuki/swift/pe/RT_PU_ed42b1dd1f204a6d844aa5867366d989.webp,2015,78000.0,gasolina,mecanica,Lima,rojo,4.0,tela,1372.0,9
MAHINDRA,PIK UP,4x4,USD,9500.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/mahindra/pik-up/pe/RT_PU_9ac72a05e697401b848ec2cdf970e63e.webp,2006,169000.0,diesel,mecanica,Lima,otro,4.0,tela,2200.0,18
SUZUKI,GRAND VITARA,otros,USD,15000.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/suzuki/grand-vitara/pe/RT_PU_079d223293b945bab7512dc3cc067a0d.webp,2017,48200.0,gasolina,mecanica,Lima,blanco,4.0,tela,1586.0,7
MAZDA,3 SEDÁN,otros,USD,12000.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/mazda/3-sedan/pe/RT_PU_0780ea64856b4d2eb163258f6dd8de90.webp,2016,91000.0,gasolina,mecanica,Lima,rojo,4.0,cuero,1598.0,8
MAZDA,3 SEDÁN,otros,USD,17800.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/mazda/3-sedan/pe/RT_PU_592ebd550f77495c8afaf05702e7f076.webp,2020,29800.0,gasolina,mecanica,Provincias,blanco,4.0,cuero,1598.0,4
DFSK,580,otros,USD,16800.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/dfsk/580/pe/RT_PU_0b33fb2c664541dfa652fb936a243206.webp,2021,26000.0,gasolina,mecanica,Provincias,azul,4.0,cuero,1499.0,3
RENAULT,DUSTER,otros,USD,14000.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/renault/duster/pe/RT_PU_7dd263979fde4a85805af6c6927a4c4a.webp,2018,33919.0,gasolina,mecanica,Provincias,blanco,4.0,tela,1598.0,6
TOYOTA,STARLET,otros,PEN,7000.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/toyota/starlet/pe/RT_PU_c96c4f50625a42c58fa893d3d9b58211.webp,2007,140000.0,gasolina,otros,Lima,blanco,,otros,,17
NISSAN,350Z,otros,USD,13900.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/nissan/350z/pe/RT_PU_3185e91c7dab4846b3e030e654304236.webp,1981,200100.0,gasolina,otros,Lima,otro,,otros,,43
MAZDA,CX-30,otros,USD,24000.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/mazda/cx-30/pe/RT_PU_57cea421f4a04f0bb5557f66e9f0e091.webp,2021,27000.0,gasolina,automatica,Lima,gris,4.0,tela,1999.0,3
KIA,RIO,otros,USD,17000.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/kia/rio/pe/RT_PU_7ef00d39d2664d978e2a0a2c624784c1.webp,2013,125500.0,gasolina,mecanica,Lima,negro,4.0,tela,1399.0,11
NISSAN,X-TRAIL,otros,USD,19000.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/nissan/x-trail/pe/RT_PU_ee459fa1aefc42a6be3c802bf2a8ccf5.webp,2016,65000.0,gasolina,automatica,Lima,rojo,4.0,tela,2488.0,8
PEUGEOT,PARTNER,otros,USD,10000.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/peugeot/partner/pe/RT_PU_a5f7a395136649648df6c9d06a2eeef6.webp,2018,89795.0,gasolina,mecanica,Lima,blanco,4.0,tela,1587.0,6
TOYOTA,HILUX,4x4,USD,29000.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/toyota/hilux/pe/RT_PU_0166d8e9a8854b5cb7bc913e2f240edc.webp,2018,100000.0,gasolina,otros,Lima,blanco,,otros,,6
KIA,MOHAVE,otros,PEN,13700.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/kia/mohave/pe/RT_PU_b0287d055f2d4599bd0695a2f1a3c176.webp,2010,154000.0,gasolina,automatica,Lima,negro,6.0,cuero,3778.0,14
KIA,SPORTAGE,premium,USD,16000.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/kia/sportage/pe/RT_PU_eeee46be31ff43b3b5632384fd8ca3b7.webp,2014,95000.0,gasolina,automatica,Lima,blanco,4.0,tela,1999.0,10
MITSUBISHI,OUTLANDER,otros,USD,18000.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/mitsubishi/outlander/pe/RT_PU_491834be852d4570ad747775b214bf14.webp,2016,72000.0,gasolina,automatica,Lima,rojo,4.0,cuero,1998.0,8
SUBARU,LEGACY SEDÁN,premium,USD,13500.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/subaru/legacy-sedan/pe/RT_PU_059d00e0598d4e1d88e5da2de61b835a.webp,2013,115000.0,gasolina,mecanica,Lima,azul,4.0,cuero,1994.0,11
NISSAN,VERSA,otros,USD,14000.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/nissan/versa/pe/RT_PU_16e33f0f53a943d8b4a0986ddb88d6c4.webp,2022,8500.0,gasolina,mecanica,Provincias,plata,4.0,tela,1598.0,2
GEELY,GS,otros,USD,15000.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/geely/gs/pe/RT_PU_a53de655126a4bcca15ca8a39942c290.webp,2019,29500.0,gasolina,automatica,Lima,otro,4.0,cuero,1799.0,5
VOLKSWAGEN,PASSAT,otros,USD,6500.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/volkswagen/passat/pe/RT_PU_2216d161443641819ef00f3ae9aeeeb2.webp,2002,180000.0,gasolina,automatica,Lima,negro,4.0,otros,1800.0,22
TOYOTA,COROLLA,otros,USD,15000.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/toyota/corolla/pe/RT_PU_1a841ca275424b8e89fa470f62849ccb.webp,2016,180000.0,gasolina,mecanica,Lima,gris,4.0,tela,1798.0,8
VOLKSWAGEN,SAVEIRO,otros,USD,14000.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/volkswagen/saveiro/pe/RT_PU_43904e15b9f941e9a63609ecbe217a4f.webp,2020,52000.0,gasolina,mecanica,Lima,negro,4.0,tela,1599.0,4
CHANGAN,CS55,premium,USD,14200.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/changan/cs55/pe/RT_PU_dfccdb70bad1494fa5d88575b198ae7e.webp,2021,30412.0,gasolina,mecanica,Lima,rojo,4.0,cuero,1499.0,3
MAZDA,2 SPORT,otros,USD,9400.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/mazda/2-sport/pe/RT_PU_cb21c556bb4b41a1970948daad0fc8ab.webp,2013,62000.0,gasolina,automatica,Lima,blanco,4.0,tela,1500.0,11
DODGE,NITRO,4x4,USD,10000.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/dodge/nitro/pe/RT_PU_94fdf5d0eb634a54bad591fbb9ca7f03.webp,2009,55000.0,gasolina,otros,Lima,negro,,otros,,15
TOYOTA,YARIS SEDÁN,otros,USD,11500.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/toyota/yaris-sedan/pe/RT_PU_a664b769a756421591151d39b114afa4.webp,2014,49500.0,gasolina,mecanica,Provincias,blanco,4.0,tela,1299.0,10
JEEP,GRAND CHEROKEE,4x4,USD,25000.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/jeep/grand-cherokee/pe/RT_PU_69d0c07051a343a989460726bb430b29.webp,2016,100000.0,gasolina,automatica,Lima,gris,6.0,tela,3604.0,8
KIA,SPORTAGE,otros,USD,13000.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/kia/sportage/pe/RT_PU_a044b8c3a0ac4655a661aa5ac0d428eb.webp,2010,81600.0,gasolina,mecanica,Lima,rojo,4.0,tela,1999.0,14
TOYOTA,RAV4,4x2,USD,24000.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/toyota/rav4/pe/RT_PU_12a9f13d36524fe7912e029f4934b8d1.webp,2018,35000.0,gasolina,automatica,Provincias,negro,4.0,tela,1987.0,6
CHANGAN,CS35 PLUS,premium,USD,15000.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/changan/cs35-plus/pe/RT_PU_aeaba40907e54cde85cb48f1fee030eb.webp,2021,15500.0,gasolina,automatica,Provincias,plata,4.0,cuero,1397.0,3
TOYOTA,RAV4,4x2,USD,16000.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/toyota/rav4/pe/RT_PU_8404a2d32b9641b5a32b2e493b5f7f60.webp,2015,87000.0,gasolina,automatica,Lima,plata,4.0,tela,1987.0,9
MAZDA,3 SEDÁN,otros,USD,17800.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/mazda/3-sedan/pe/RT_PU_be723210c768444ba640b5a447d1ef07.webp,2018,36000.0,gasolina,mecanica,Lima,rojo,4.0,cuero,1598.0,6
MAZDA,CX-3,otros,USD,18800.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/mazda/cx-3/pe/RT_PU_2d5267173df94188909729af81e118e2.webp,2020,20850.0,gasolina,mecanica,Lima,blanco,4.0,tela,1998.0,4
TOYOTA,YARIS SEDÁN,otros,USD,13000.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/toyota/yaris-sedan/pe/RT_PU_bcc765ebfa1446f885eadd4b00b2346b.webp,2016,49351.0,gasolina,mecanica,Lima,azul,4.0,tela,1299.0,8
CHERY,TIGGO 8,otros,USD,20000.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/chery/tiggo-8/pe/RT_PU_6364c841109645d385190c87b4bba664.webp,2021,24500.0,gasolina,automatica,Lima,gris,4.0,tela_cuero,1500.0,3
DS,4,otros,PEN,16000.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/ds/4/pe/RT_PU_3ee5fd7aa8f748158e9258999be8c5fc.webp,2015,547500.0,gasolina,automatica,Lima,negro,4.0,cuero,1598.0,9
NISSAN,X-TRAIL,otros,USD,9000.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/nissan/x-trail/pe/RT_PU_46f86f704c5242b0ba7d4cc5c803bee3.webp,2002,278451.0,gasolina,automatica_secuencial,Provincias,otro,4.0,tela,2488.0,22
MITSUBISHI,L200,4x4,USD,33000.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/mitsubishi/l200/pe/RT_PU_d8b052fea5fa4f97afa6ece4606f9c74.webp,2021,85000.0,diesel,mecanica,Provincias,plata,4.0,cuero,2442.0,3
SUZUKI,GRAND VITARA,otros,USD,10800.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/suzuki/grand-vitara/pe/RT_PU_8df5f882e34c4e1ab2a8f55fe90dfe9f.webp,2010,95000.0,gasolina,mecanica,Lima,gris,4.0,tela,2393.0,14
HYUNDAI,ATOS,otros,USD,9900.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/hyundai/atos/pe/RT_PU_2ddb1889706b49a184c75ed6ce114a10.webp,2020,22000.0,gasolina,mecanica,Lima,otro,4.0,tela,1100.0,4
HYUNDAI,CRETA,otros,USD,17700.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/hyundai/creta/pe/RT_PU_4868ca08c95b42f4b502f03dce9eb91e.webp,2018,68000.0,gasolina,automatica,Lima,negro,4.0,tela,1591.0,6
LEXUS,IS,otros,PEN,25000.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/lexus/is/pe/RT_PU_bcb53ebb68c3458dae340aab594c6387.webp,2017,24520.0,gasolina,automatica,Lima,plata,4.0,cuero,1998.0,7
VOLKSWAGEN,JETTA GLI,otros,USD,12000.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/volkswagen/jetta-gli/pe/RT_PU_8543c23509564198ad6f7811f6b8370e.webp,2014,77000.0,gasolina,otros,Lima,blanco,4.0,cuero,1998.0,10
NISSAN,NP300 FRONTIER,4x4,USD,22800.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/nissan/np300-frontier/pe/RT_PU_c2a76fd3a01c4828ad339324cdc651b6.webp,2016,120000.0,diesel,mecanica,Provincias,negro,4.0,tela,2488.0,8
HAVAL,JOLION,otros,USD,17700.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/haval/jolion/pe/RT_PU_143f7407787847bba433f250b6e5e250.webp,2022,29000.0,gasolina,mecanica,Provincias,negro,4.0,tela,1500.0,2
KIA,RIO,otros,USD,10000.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/kia/rio/pe/RT_PU_f35756395caa4776ab2522c1ede92f4b.webp,2014,63000.0,gasolina,mecanica,Lima,azul,4.0,tela,1399.0,10
VOLKSWAGEN,TIGUAN,otros,USD,31500.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/volkswagen/tiguan/pe/RT_PU_b33b1a0b58d74fb4afc0ad585ffb6e2e.webp,2018,47000.0,gasolina,otros,Lima,negro,4.0,cuero,1984.0,6
KIA,CERATO,otros,USD,14000.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/kia/cerato/pe/RT_PU_e87222bf6c9846f18a2e5cc6c66c8251.webp,2016,96400.0,gasolina,automatica,Lima,gris,4.0,cuero,2000.0,8
VOLKSWAGEN,TIGUAN,otros,USD,29999.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/volkswagen/tiguan/pe/RT_PU_ef415df96dab4169ae6fb3db57020379.webp,2018,80000.0,gasolina,otros,Provincias,gris,4.0,cuero,1984.0,6
BRILLIANCE,V3,otros,USD,10000.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/brilliance/v3/pe/RT_PU_359e7fc092ce4299ae8ce78afd16654f.webp,2017,90000.0,gasolina,mecanica,Lima,plata,4.0,cuero,1498.0,7
CHANGAN,CS35 PLUS,premium,USD,17000.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/changan/cs35-plus/pe/RT_PU_3540d211a1b94387a7140a01a8f34a1a.webp,2022,17000.0,gasolina,automatica,Provincias,gris,4.0,cuero,1598.0,2
MAZDA,3 SPORT,premium,USD,19000.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/mazda/3-sport/pe/RT_PU_1a12972427404fc1ad74365585900045.webp,2018,55000.0,gasolina,automatica,Provincias,gris,4.0,cuero,2497.0,6
KIA,SPORTAGE,otros,USD,19700.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/kia/sportage/pe/RT_PU_82e9ee59cd0149aaa193e08a25f22511.webp,2017,61105.0,gasolina,automatica,Provincias,plata,4.0,tela,2000.0,7
MAZDA,CX-3,otros,USD,17800.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/mazda/cx-3/pe/RT_PU_30b7394fbcd6412d807b22315ad1d454.webp,2020,36000.0,gasolina,mecanica,Lima,blanco,4.0,tela,1998.0,4
CHANGAN,CS35 PLUS,otros,USD,13000.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/changan/cs35-plus/pe/RT_PU_15d0dc157629411990444b7be936847c.webp,2021,16000.0,gasolina,mecanica,Lima,blanco,4.0,tela,1598.0,3
HYUNDAI,SANTA FE,4x2,USD,17000.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/hyundai/santa-fe/pe/RT_PU_433c564b6ed541218ad728875333c25f.webp,2013,80000.0,gasolina,automatica,Lima,blanco,4.0,tela,2359.0,11
MAZDA,2 SEDÁN,otros,USD,14000.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/mazda/2-sedan/pe/RT_PU_2666e33d8c1343cd883afae5a9670558.webp,2022,13600.0,gasolina,mecanica,Lima,gris,4.0,tela,1500.0,2
GREAT WALL,VOLEEX C30,otros,PEN,20000.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/great-wall/voleex-c30/pe/RT_PU_968fd74d65144a5bafd77fed481cde6d.webp,2011,255000.0,gasolina,mecanica,Provincias,rojo,4.0,tela,1497.0,13
TOYOTA,COROLLA,otros,USD,9500.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/toyota/corolla/pe/RT_PU_3867a5c0a8f9487a8a63ea1beca6e58e.webp,2009,75000.0,gasolina,mecanica,Lima,gris,4.0,tela,1798.0,15
JAC,JS3,premium,USD,13500.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/jac/js3/pe/RT_PU_9e511f5c8f35419aaa71ee4c556148d4.webp,2020,21000.0,gasolina,mecanica,Provincias,negro,4.0,cuero,1600.0,4
KIA,SPORTAGE,otros,USD,8000.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/kia/sportage/pe/RT_PU_50339b396133430a9ed2663652c115ab.webp,2010,14500.0,gasolina,mecanica,Lima,plata,4.0,tela,2000.0,14
SUBARU,XV,premium,USD,18500.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/subaru/xv/pe/RT_PU_f78ea0f8e5594c5d9f8b6f22eb539d51.webp,2016,51000.0,gasolina,automatica_secuencial,Provincias,plata,4.0,tela,1995.0,8
RENAULT,KOLEOS,4x4,USD,10500.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/renault/koleos/pe/RT_PU_13b262981d7e40d182180df59418d8f9.webp,2012,170000.0,gasolina,mecanica,Lima,gris,4.0,cuero,2488.0,12
VOLKSWAGEN,CROSSFOX,otros,USD,13800.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/volkswagen/crossfox/pe/RT_PU_ac2208ea776043489c192986cb5ba4e6.webp,2018,9900.0,gasolina,mecanica,Lima,rojo,4.0,tela,1598.0,6
CHERY,TIGGO 7 PRO,otros,USD,18000.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/chery/tiggo-7-pro/pe/RT_PU_65ff33cb23da4892ad0ffd26a526e65f.webp,2022,4000.0,gasolina,automatica,Provincias,rojo,4.0,cuero,1498.0,2
CHANGAN,GRAND SUPER VAN,otros,USD,9800.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/changan/grand-super-van/pe/RT_PU_db58f70d1fc343aaa1e661ff949f9022.webp,2020,16500.0,gasolina,mecanica,Lima,blanco,4.0,tela,1488.0,4
DFSK,560,otros,USD,15500.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/dfsk/560/pe/RT_PU_4f345485d9984ad4b5f349ae6fb76945.webp,2022,40000.0,gasolina,mecanica,Lima,rojo,4.0,tela_cuero,1794.0,2
SUZUKI,GRAND VITARA,otros,USD,14500.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/suzuki/grand-vitara/pe/RT_PU_ca026668b0bf44d5ae25a278c16763a0.webp,2016,41000.0,gasolina,mecanica,Lima,otro,4.0,tela,1586.0,8
CHERY,TIGGO 8,otros,USD,23000.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/chery/tiggo-8/pe/RT_PU_0019515b84104051979061037211a66a.webp,2022,13500.0,gasolina,automatica,Lima,plata,4.0,tela_cuero,1500.0,2
MERCEDES BENZ,CLASE CLA,otros,USD,22300.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/mercedes-benz/clase-cla/pe/RT_PU_e8971f2dd2dd4746bbff1917c2fd0cd3.webp,2014,37500.0,gasolina,automatica,Provincias,plata,4.0,tela_cuero,1332.0,10
MAZDA,2 SEDÁN,otros,USD,12500.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/mazda/2-sedan/pe/RT_PU_1192469e46034d95a0530dd4024399b7.webp,2016,68000.0,gasolina,mecanica,Lima,rojo,4.0,tela,1500.0,8
KIA,RIO HATCHBACK,otros,PEN,72000.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/kia/rio-hatchback/pe/RT_PU_3a4418c9db404065975f6143172499c5.webp,2023,22500.0,gasolina,mecanica,Provincias,negro,4.0,tela,1396.0,1
GEELY,GX3,otros,USD,11750.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/geely/gx3/pe/RT_PU_82a35c545a2c4bc3a54cb3697bdae329.webp,2021,18300.0,gasolina,automatica,Lima,otro,4.0,cuero,1498.0,3
NISSAN,X-TRAIL,otros,USD,24000.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/nissan/x-trail/pe/RT_PU_5bd7f32caa6143cbb2c5561cfbed2467.webp,2017,100000.0,gasolina,mecanica,Lima,otro,4.0,cuero,2488.0,7
VOLKSWAGEN,AMAROK,otros,USD,23500.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/volkswagen/amarok/pe/RT_PU_fd67e00ac44349568fda4044463070dc.webp,2016,120000.0,diesel,mecanica,Lima,negro,4.0,tela,1968.0,8
VOLKSWAGEN,GOL,otros,USD,10500.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/volkswagen/gol/pe/RT_PU_79fcf181fe0c4520bff96c5fc481f25c.webp,2019,36000.0,gasolina,mecanica,Provincias,azul,4.0,tela,1596.0,5
MAZDA,3 SPORT,premium,USD,15000.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/mazda/3-sport/pe/RT_PU_e2a7703eeb6448e6985430334de307d6.webp,2020,50500.0,gasolina,mecanica,Lima,plata,4.0,cuero,2488.0,4
RENAULT,DUSTER,4x4,USD,13000.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/renault/duster/pe/RT_PU_9c2358a7cda6499da4c6ea58c8c3e8e4.webp,2014,66600.0,gasolina,mecanica,Lima,negro,4.0,tela,1998.0,10
SUBARU,FORESTER,premium,USD,31500.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/subaru/forester/pe/RT_PU_7e6994f2e822444185adc4927b937b95.jpg,2020,24000.0,gasolina,automatica,Provincias,gris,4.0,cuero,1995.0,4
VOLKSWAGEN,GOL,otros,USD,8600.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/volkswagen/gol/pe/RT_PU_5b59850a47c945ed862ff821971f1ff5.webp,2015,92200.0,gasolina,mecanica,Lima,gris,4.0,tela,1598.0,9
RENAULT,STEPWAY,otros,USD,9533.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/renault/stepway/pe/RT_PU_c4eac1c1d26d4e52afe222e20468c78b.webp,2016,109372.0,gasolina,mecanica,Provincias,rojo,4.0,tela,1598.0,8
MAZDA,CX-5,otros,USD,15500.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/mazda/cx-5/pe/RT_PU_372c02dda015480c8b62740d0fc7c468.webp,2014,80000.0,gasolina,mecanica,Lima,azul,4.0,tela,1998.0,10
SEAT,LEON,otros,USD,9500.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/seat/leon/pe/RT_PU_0cb5566dbcbe4c118fc1e64b859dccb9.webp,2011,72500.0,gasolina,otros,Provincias,negro,4.0,tela,1799.0,13
JAC,REFINE,otros,USD,13000.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/jac/refine/pe/RT_PU_8592c85be5c14cafa080bb97ae841d73.webp,2013,112000.0,gasolina,mecanica,Provincias,azul,4.0,tela,2351.0,11
SUZUKI,S PRESSO,otros,USD,8500.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/suzuki/s-presso/pe/RT_PU_568702e07dbd4e458eeeaddb5df81168.webp,2022,8800.0,gasolina,mecanica,Provincias,plata,12.0,tela,998.0,2
NISSAN,KICKS,otros,USD,17000.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/nissan/kicks/pe/RT_PU_715a1efcc3494b1c89b150320efeb6e8.jpg,2017,50000.0,gasolina,mecanica,Provincias,azul,4.0,tela,1598.0,7
NISSAN,SENTRA,otros,USD,8800.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/nissan/sentra/pe/RT_PU_ad7f583c4890486cbd9c8b80233462f3.webp,2009,81000.0,gasolina,mecanica,Provincias,rojo,4.0,tela,1997.0,15
