Brands,Models,Version,Currency,Price,Urlpic,Year,KM,Fuel_type,Transmission,Location,Color,Cilinder,Upholstery,Engine,Age
MERCEDES BENZ,GLA 180,4x2,USD,26900.0,https://cde.neoauto.pe/autos_usados/360x240/154221/154221_8433276.webp,2020.0,21000.0,gasolina,automatica_secuencial,Lima,blanco,4.0,cuero,1600.0,4.0
BMW,X3 20i,4x2,USD,40900.0,https://cde.neoauto.pe/autos_usados/360x240/702331/702331_5609573.webp,2020.0,18500.0,gasolina,automatica_secuencial,Lima,blanco,4.0,cuero,2000.0,4.0
SUZUKI,GRAND NOMADE,4x2,USD,8500.0,https://cde.neoauto.pe/autos_usados/360x240/319316/319316_2099850.webp,2011.0,140000.0,gasolina,mecanica,Lima,rojo,4.0,tela,2400.0,13.0
HYUNDAI,TUCSON,otros,USD,12800.0,https://cde.neoauto.pe/autos_usados/360x240/405585/405585_8879097.webp,2012.0,84000.0,gasolina,mecanica,Lima,blanco,4.0,tela,2.0,12.0
HONDA,PILOT,otros,USD,10500.0,https://cde.neoauto.pe/autos_usados/360x240/161578/161578_8368373.webp,2011.0,140000.0,gasolina,automatica_secuencial,Lima,negro,6.0,tela,3400.0,13.0
MERCEDES BENZ,C 200 COUPE,otros,USD,25000.0,https://cde.neoauto.pe/autos_usados/360x240/738478/738478_9542232.webp,2018.0,33000.0,gasolina,automatica_secuencial,Lima,gris,4.0,cuero,2000.0,6.0
SUZUKI,CIAZ,otros,USD,10500.0,https://cde.neoauto.pe/autos_usados/360x240/161578/161578_7455767.webp,2019.0,26900.0,gasolina,automatica,Lima,gris,4.0,tela,14.0,5.0
DFSK,K07S,4x2,USD,7300.0,https://cde.neoauto.pe/autos_usados/360x240/249485/249485_9872936.webp,2020.0,25000.0,gasolina,mecanica,Lima,blanco,4.0,tela,1302.0,4.0
BMW,316i,delantera,USD,15900.0,https://cde.neoauto.pe/autos_usados/360x240/739594/739594_3373037.webp,2015.0,44500.0,gasolina,automatica_secuencial,Lima,blanco,4.0,cuero,1600.0,9.0
BMW,330i,posterior,USD,51900.0,https://cde.neoauto.pe/autos_usados/360x240/19341/19341_7472286.webp,2023.0,7500.0,gasolina,automatica_secuencial,Lima,negro,4.0,tela,,1.0
NISSAN,PATHFINDER,otros,USD,18500.0,https://cde.neoauto.pe/autos_usados/360x240/365010/365010_3583519.webp,2015.0,94000.0,gasolina,automatica,Lima,gris,6.0,tela,3500.0,9.0
SEAT,LEON FR,delantera,USD,13999.0,https://cde.neoauto.pe/autos_usados/360x240/698251/698251_9452511.webp,2015.0,75500.0,gasolina,automatica_secuencial,Lima,blanco,4.0,tela,1800.0,9.0
TOYOTA,FORTUNER,4x4,USD,45039.0,https://cde.neoauto.pe/autos_usados/360x240/611866/611866_9971678.webp,2021.0,56400.0,gasolina,automatica_secuencial,Lima,blanco,4.0,cuero,2800.0,3.0
MITSUBISHI,L200,4x4,USD,23900.0,https://cde.neoauto.pe/autos_usados/360x240/459463/459463_3162091.webp,2023.0,45000.0,diesel,mecanica,Lima,blanco,4.0,tela,2500.0,1.0
PEUGEOT,5008,delantera,USD,31990.0,https://cde.neoauto.pe/autos_usados/360x240/123257/123257_5535103.webp,2023.0,12000.0,gasolina,automatica_secuencial,Lima,gris,,tela,1600.0,1.0
HONDA,PILOT,otros,USD,29573.0,https://cde.neoauto.pe/autos_usados/360x240/226862/226862_9855120.webp,2019.0,73000.0,gasolina,automatica,Lima,gris,5.0,tela,3500.0,5.0
KIA,SORENTO,4x2,USD,18800.0,https://cde.neoauto.pe/autos_usados/360x240/313959/313959_3765462.webp,2016.0,65147.0,gasolina,automatica,Lima,gris,4.0,tela,2359.0,8.0
MAZDA,3,4x2,USD,12600.0,https://cde.neoauto.pe/autos_usados/360x240/733430/733430_2097107.webp,2017.0,48000.0,gasolina,mecanica,Lima,blanco,4.0,tela,1600.0,7.0
VOLVO,XC-40,4x4,USD,32800.0,https://cde.neoauto.pe/autos_usados/360x240/372429/372429_7298257.webp,2020.0,45000.0,gasolina,automatica_secuencial,Lima,negro,4.0,tela,2000.0,4.0
JEEP,GRAND CHEROKEE LAREDO,4x4,USD,27500.0,https://cde.neoauto.pe/autos_usados/360x240/475727/475727_1971749.webp,2017.0,48000.0,gasolina,automatica_secuencial,Lima,rojo,6.0,cuero,3500.0,7.0
BMW,X3 20i,4x2,USD,50000.0,https://cde.neoauto.pe/autos_usados/360x240/171057/171057_9895609.webp,2022.0,8500.0,gasolina,automatica_secuencial,Lima,negro,4.0,tela,2000.0,2.0
SSANGYONG,KORANDO,4x2,USD,16850.0,https://cde.neoauto.pe/autos_usados/360x240/736863/736863_6361767.webp,2021.0,20800.0,gasolina,automatica,Lima,blanco,4.0,tela,1497.0,3.0
VOLKSWAGEN,T-CROSS,4x2,USD,17600.0,https://cde.neoauto.pe/autos_usados/360x240/687876/687876_4083131.webp,2020.0,47500.0,gasolina,automatica,Lima,azul,,tela,1598.0,4.0
PEUGEOT,BOXER,4x2,USD,18300.0,https://cde.neoauto.pe/autos_usados/360x240/695514/695514_1366566.webp,2017.0,105000.0,diesel,mecanica,Lima,blanco,4.0,tela,,7.0
MAZDA,CX-5,4x2,USD,23900.0,https://cde.neoauto.pe/autos_usados/360x240/289007/289007_3163759.webp,2024.0,6000.0,gasolina,mecanica,Lima,gris,4.0,tela,2000.0,0.0
AUDI,Q3,otros,USD,15400.0,https://cde.neoauto.pe/autos_usados/360x240/666654/666654_4490809.webp,2014.0,82000.0,gasolina,automatica_secuencial,Lima,negro,4.0,cuero,2000.0,10.0
VOLVO,S60,4x2,USD,19900.0,https://cde.neoauto.pe/autos_usados/360x240/692336/692336_9297751.webp,2018.0,24000.0,gasolina,automatica,Lima,negro,4.0,tela,2000.0,6.0
TOYOTA,HILUX,4x4,USD,24400.0,https://cde.neoauto.pe/autos_usados/360x240/114349/114349_6807215.webp,2017.0,109000.0,diesel,mecanica,Lima,blanco,4.0,tela,2393.0,7.0
BMW,435i,4x2,USD,26400.0,https://cde.neoauto.pe/autos_usados/360x240/730460/730460_6443994.webp,2015.0,31100.0,gasolina,automatica_secuencial,Lima,blanco,6.0,tela,3000.0,9.0
BMW,120i,posterior,USD,20900.0,https://cde.neoauto.pe/autos_usados/360x240/658617/658617_5502286.webp,2019.0,96000.0,gasolina,automatica_secuencial,Lima,Otro,,cuero,2000.0,5.0
RENAULT,DUSTER,4x2,USD,11299.0,https://cde.neoauto.pe/autos_usados/360x240/341275/341275_7964693.webp,2020.0,35000.0,gasolina,mecanica,Lima,rojo,4.0,tela,,4.0
TOYOTA,HILUX,4x4,USD,21900.0,https://cde.neoauto.pe/autos_usados/360x240/136353/136353_6789709.webp,2016.0,67000.0,diesel,mecanica,Lima,blanco,4.0,tela,2755.0,8.0
MERCEDES BENZ,GLB 200 STYLE,4x2,USD,38700.0,https://cde.neoauto.pe/autos_usados/360x240/128278/128278_5016136.webp,2022.0,30500.0,gasolina,automatica_secuencial,Lima,gris,,tela,1500.0,2.0
BMW,X3 20i,4x2,USD,30000.0,https://cde.neoauto.pe/autos_usados/360x240/405691/405691_6200366.webp,2019.0,69000.0,gasolina,automatica_secuencial,Lima,gris,4.0,cuero,2000.0,5.0
TOYOTA,FORTUNER,4x4,USD,24900.0,https://cde.neoauto.pe/autos_usados/360x240/136353/136353_5834415.webp,2015.0,77000.0,diesel,mecanica,Lima,blanco,4.0,cuero,2892.0,9.0
TOYOTA,COROLLA,otros,USD,13500.0,https://cde.neoauto.pe/autos_usados/360x240/725651/725651_4683320.webp,2018.0,50000.0,gasolina,mecanica,Provincias,rojo,4.0,cuero,1800.0,6.0
KIA,SONET,4x2,USD,22000.0,https://cde.neoauto.pe/autos_usados/360x240/739139/739139_7470598.webp,2024.0,2327.0,gasolina,mecanica,Lima,blanco,4.0,tela,1497.0,0.0
HONDA,CR-V,4x2,USD,9200.0,https://cde.neoauto.pe/autos_usados/360x240/196705/196705_5439848.webp,2009.0,126000.0,gasolina,automatica,Lima,Otro,,cuero,2400.0,15.0
MAZDA,CX-9,otros,USD,35990.0,https://cde.neoauto.pe/autos_usados/360x240/719611/719611_2930488.webp,2023.0,15000.0,gasolina,automatica,Lima,blanco,4.0,tela,2500.0,1.0
SUBARU,XV,otros,USD,19000.0,https://cde.neoauto.pe/autos_usados/360x240/738566/738566_6894641.webp,2019.0,60000.0,gasolina,automatica_secuencial,Lima,gris,4.0,tela,2000.0,5.0
JEEP,COMPASS,4x2,USD,31000.0,https://cde.neoauto.pe/autos_usados/360x240/360986/360986_3901338.webp,2024.0,8000.0,gasolina,automatica_secuencial,Lima,gris,4.0,cuero,1332.0,0.0
SUBARU,IMPREZA,otros,USD,16500.0,https://cde.neoauto.pe/autos_usados/360x240/693758/693758_3800223.webp,2020.0,31000.0,dual,automatica,Lima,negro,4.0,tela,1600.0,4.0
TOYOTA,COROLLA HYBRID,4x2,USD,22000.0,https://cde.neoauto.pe/autos_usados/360x240/739273/739273_1042291.webp,2020.0,22700.0,otros,automatica_secuencial,Lima,negro,4.0,cuero,1798.0,4.0
MITSUBISHI,L200,4x4,USD,17400.0,https://cde.neoauto.pe/autos_usados/360x240/674368/674368_1135724.webp,2019.0,66020.0,diesel,mecanica,Lima,blanco,4.0,tela,2500.0,5.0
BMW,420i,4x2,USD,45000.0,https://cde.neoauto.pe/autos_usados/360x240/739293/739293_9624114.webp,2023.0,7000.0,gasolina,automatica,Lima,blanco,4.0,tela,1998.0,1.0
MG,3,delantera,USD,6800.0,https://cde.neoauto.pe/autos_usados/360x240/230461/230461_5733904.webp,2017.0,72000.0,gasolina,mecanica,Lima,blanco,4.0,tela,1500.0,7.0
VOLVO,850,4x2,USD,2500.0,https://cde.neoauto.pe/autos_usados/360x240/727040/727040_7506712.webp,1994.0,,gasolina,automatica,Lima,rojo,5.0,cuero,2433.0,30.0
MERCEDES BENZ,GLE 400 4MATIC,otros,USD,35000.0,https://cde.neoauto.pe/autos_usados/360x240/739222/739222_6410337.webp,2018.0,99000.0,gasolina,automatica_secuencial,Lima,gris,6.0,tela,340.0,6.0
HYUNDAI,ELANTRA,otros,USD,14300.0,https://cde.neoauto.pe/autos_usados/360x240/227520/227520_6976946.webp,2019.0,29000.0,dual,automatica_secuencial,Lima,negro,4.0,tela,1600.0,5.0
BMW,318i,posterior,USD,11200.0,https://cde.neoauto.pe/autos_usados/360x240/564455/564455_6711792.webp,2012.0,98500.0,gasolina,automatica_secuencial,Lima,gris,4.0,tela,,12.0
VOLKSWAGEN,TERAMONT,otros,USD,53000.0,https://cde.neoauto.pe/autos_usados/360x240/252211/252211_5528218.webp,2022.0,10000.0,gasolina,automatica_secuencial,Lima,negro,6.0,tela,3600.0,2.0
HONDA,CR-V,4x2,USD,18200.0,https://cde.neoauto.pe/autos_usados/360x240/650383/650383_2316813.webp,2016.0,41300.0,gasolina,automatica,Lima,gris,4.0,cuero,,8.0
TOYOTA,FORTUNER,4x2,USD,33500.0,https://cde.neoauto.pe/autos_usados/360x240/710832/710832_2065709.webp,2020.0,23434.0,gasolina,automatica,Lima,gris,4.0,tela,2694.0,4.0
RAM,700,4x2,USD,12900.0,https://cde.neoauto.pe/autos_usados/360x240/249665/249665_9419788.webp,2020.0,13590.0,gasolina,mecanica,Lima,plata,4.0,tela,1596.0,4.0
BMW,X1 18i,4x2,USD,25000.0,https://cde.neoauto.pe/autos_usados/360x240/456619/456619_6439696.webp,2018.0,20000.0,gasolina,automatica_secuencial,Lima,blanco,,cuero,,6.0
SUZUKI,JIMNY,4x4,USD,16999.0,https://cde.neoauto.pe/autos_usados/360x240/368612/368612_3640000.webp,2020.0,49000.0,gasolina,mecanica,Lima,gris,4.0,tela,1462.0,4.0
JEEP,GRAND CHEROKEE LAREDO,4x4,USD,20000.0,https://cde.neoauto.pe/autos_usados/360x240/739173/739173_9925850.webp,2015.0,80170.0,gasolina,automatica_secuencial,Lima,azul,6.0,cuero,3600.0,9.0
TOYOTA,RAV4,4x4,USD,14500.0,https://cde.neoauto.pe/autos_usados/360x240/440372/440372_7446793.webp,2012.0,122000.0,gasolina,automatica,Lima,gris,4.0,cuero,2400.0,12.0
SUBARU,IMPREZA,otros,USD,10000.0,https://cde.neoauto.pe/autos_usados/360x240/739087/739087_2533114.webp,2017.0,90000.0,gasolina,mecanica,Lima,gris,4.0,tela,2000.0,7.0
TOYOTA,RUSH,otros,USD,15500.0,https://cde.neoauto.pe/autos_usados/360x240/739131/739131_5046008.webp,2019.0,194000.0,dual,mecanica,Provincias,negro,4.0,cuero,1496.0,5.0
MERCEDES BENZ,CLA 200,4x2,USD,33000.0,https://cde.neoauto.pe/autos_usados/360x240/301007/301007_5122496.webp,2021.0,16700.0,gasolina,automatica_secuencial,Lima,negro,4.0,cuero,1332.0,3.0
SUBARU,CROSSTREK,otros,USD,24800.0,https://cde.neoauto.pe/autos_usados/360x240/733380/733380_3224920.webp,2024.0,4000.0,gasolina,automatica_secuencial,Lima,azul,4.0,tela,2000.0,0.0
TOYOTA,HILUX,4x4,USD,32000.0,https://cde.neoauto.pe/autos_usados/360x240/734619/734619_5732704.webp,2019.0,56000.0,diesel,mecanica,Lima,blanco,,tela,2800.0,5.0
AUDI,S6,otros,USD,38500.0,https://cde.neoauto.pe/autos_usados/360x240/279757/279757_7097272.webp,2017.0,34000.0,gasolina,automatica_secuencial,Lima,gris,,tela,4000.0,7.0
TOYOTA,HILUX,4x4,USD,30900.0,https://cde.neoauto.pe/autos_usados/360x240/675918/675918_4588497.webp,2023.0,42000.0,diesel,mecanica,Lima,Otro,4.0,tela,2800.0,1.0
SUBARU,XV,4x4,USD,20500.0,https://cde.neoauto.pe/autos_usados/360x240/475810/475810_8262955.webp,2019.0,34500.0,gasolina,automatica_secuencial,Lima,negro,4.0,tela,2000.0,5.0
NISSAN,QASHQAI,4x2,USD,13000.0,https://cde.neoauto.pe/autos_usados/360x240/364330/364330_1781083.webp,2014.0,95500.0,gasolina,automatica_secuencial,Lima,gris,4.0,tela,2000.0,10.0
SEAT,LEON FR,4x2,USD,20000.0,https://cde.neoauto.pe/autos_usados/360x240/445015/445015_2802498.webp,2017.0,46000.0,gasolina,automatica_secuencial,Lima,negro,4.0,tela,1800.0,7.0
KIA,RIO,delantera,USD,13500.0,https://cde.neoauto.pe/autos_usados/360x240/138900/138900_2821936.webp,2021.0,51000.0,dual,automatica_secuencial,Lima,gris,4.0,tela,1400.0,3.0
CHEVROLET,COLORADO,4x4,USD,29900.0,https://cde.neoauto.pe/autos_usados/360x240/739020/739020_8474978.webp,2023.0,21000.0,diesel,mecanica,Provincias,negro,4.0,cuero,2776.0,1.0
FIAT,STRADA ADVENTURE,4x2,USD,7900.0,https://cde.neoauto.pe/autos_usados/360x240/736155/736155_9554583.webp,2011.0,101156.0,dual,mecanica,Lima,gris,4.0,tela,1796.0,13.0
DODGE,NITRO,4x4,USD,10000.0,https://cde.neoauto.pe/autos_usados/360x240/732324/732324_4046923.webp,2010.0,64600.0,gasolina,automatica,Lima,negro,4.0,tela,3700.0,14.0
VOLKSWAGEN,GOL,4x2,USD,12900.0,https://cde.neoauto.pe/autos_usados/360x240/536346/536346_1302742.webp,2021.0,24700.0,gasolina,automatica_secuencial,Lima,plata,4.0,tela,1600.0,3.0
JEEP,GRAND CHEROKEE,4x4,USD,36000.0,https://cde.neoauto.pe/autos_usados/360x240/661978/661978_8452084.webp,2020.0,15000.0,gasolina,automatica,Lima,Otro,6.0,cuero,3600.0,4.0
BMW,X3 20i,4x2,USD,29900.0,https://cde.neoauto.pe/autos_usados/360x240/684716/684716_4868883.webp,2018.0,88000.0,gasolina,automatica_secuencial,Lima,negro,4.0,cuero,2000.0,6.0
BMW,X6 35i,4x4,USD,25900.0,https://cde.neoauto.pe/autos_usados/360x240/305738/305738_1431700.webp,2012.0,76000.0,gasolina,automatica_secuencial,Lima,plata,6.0,tela,3000.0,12.0
KIA,CERATO,delantera,USD,13500.0,https://cde.neoauto.pe/autos_usados/360x240/560884/560884_5931575.webp,2020.0,58791.0,dual,automatica,Lima,gris,4.0,tela,1600.0,4.0
DONGFENG,RICH6,4x4,USD,18000.0,https://cde.neoauto.pe/autos_usados/360x240/262732/262732_4258374.webp,2022.0,15890.0,diesel,mecanica,Provincias,rojo,4.0,cuero,2498.0,2.0
TOYOTA,HILUX,4x2,USD,14000.0,https://cde.neoauto.pe/autos_usados/360x240/736541/736541_4285460.webp,2009.0,360000.0,diesel,mecanica,Lima,azul,4.0,cuero,2494.0,15.0
SUZUKI,S-CROSS,otros,USD,13000.0,https://cde.neoauto.pe/autos_usados/360x240/718681/718681_6516764.webp,2018.0,64000.0,gasolina,mecanica,Provincias,blanco,4.0,tela,1586.0,6.0
SUBARU,FORESTER,4x4,USD,25500.0,https://cde.neoauto.pe/autos_usados/360x240/738585/738585_8799128.webp,2021.0,27500.0,gasolina,automatica,Provincias,gris,4.0,tela,2000.0,3.0
VOLKSWAGEN,TIGUAN,otros,USD,11900.0,https://cde.neoauto.pe/autos_usados/360x240/503391/503391_6333861.webp,2013.0,112000.0,gasolina,automatica_secuencial,Lima,negro,4.0,tela,2000.0,11.0
FORD,FUSION,otros,USD,18500.0,https://cde.neoauto.pe/autos_usados/360x240/198478/198478_9813925.webp,2017.0,50000.0,,automatica_secuencial,Lima,rojo,4.0,tela,2000.0,7.0
HONDA,PILOT,otros,USD,14300.0,https://cde.neoauto.pe/autos_usados/360x240/119140/119140_5023137.webp,2014.0,108500.0,gasolina,automatica,Lima,negro,6.0,cuero,3600.0,10.0
CHEVROLET,CAMARO,otros,USD,28500.0,https://cde.neoauto.pe/autos_usados/360x240/729029/729029_6040709.webp,2017.0,27110.0,gasolina,automatica,Lima,rojo,4.0,tela,2000.0,7.0
BMW,X5 35i,otros,USD,32900.0,https://cde.neoauto.pe/autos_usados/360x240/237038/237038_4770189.webp,2015.0,66500.0,gasolina,automatica_secuencial,Lima,negro,6.0,tela,3000.0,9.0
VOLKSWAGEN,TIGUAN ALLSPACE,4x2,USD,24900.0,https://cde.neoauto.pe/autos_usados/360x240/281544/281544_5837050.webp,2020.0,40000.0,gasolina,automatica_secuencial,Lima,negro,4.0,tela,1400.0,4.0
CHEVROLET,TAHOE,otros,USD,37000.0,https://cde.neoauto.pe/autos_usados/360x240/372691/372691_6646400.webp,2019.0,55000.0,gasolina,automatica,Lima,blanco,8.0,tela,5300.0,5.0
SUBARU,XV,4x4,USD,22000.0,https://cde.neoauto.pe/autos_usados/360x240/566433/566433_9578145.webp,2022.0,8000.0,gasolina,automatica,Lima,blanco,4.0,tela,1600.0,2.0
PORSCHE,CAYMAN GTS,posterior,USD,61900.0,https://cde.neoauto.pe/autos_usados/360x240/135981/135981_5014036.webp,2015.0,34000.0,gasolina,automatica_secuencial,Lima,gris,6.0,cuero,3436.0,9.0
MITSUBISHI,ASX,4x2,USD,15000.0,https://cde.neoauto.pe/autos_usados/360x240/692042/692042_7080799.webp,2017.0,31300.0,gasolina,automatica_secuencial,Lima,blanco,4.0,tela,2000.0,7.0
JEEP,GRAND CHEROKEE LAREDO,4x4,USD,11900.0,https://cde.neoauto.pe/autos_usados/360x240/466371/466371_2459701.webp,2013.0,153000.0,gasolina,automatica_secuencial,Lima,rojo,6.0,tela,3600.0,11.0
AUDI,Q3,otros,USD,30000.0,,2020.0,31000.0,gasolina,automatica_secuencial,Lima,negro,4.0,cuero,1400.0,4.0
NISSAN,SENTRA,4x2,USD,18000.0,https://cde.neoauto.pe/autos_usados/360x240/738487/738487_3959603.webp,2024.0,,gasolina,mecanica,Lima,gris,4.0,tela,2000.0,0.0
MERCEDES BENZ,C-180,otros,USD,21500.0,https://cde.neoauto.pe/autos_usados/360x240/689684/689684_2101209.webp,2018.0,37.0,gasolina,automatica_secuencial,Lima,negro,4.0,cuero,1600.0,6.0
SUZUKI,SWIFT,otros,USD,7499.0,https://cde.neoauto.pe/autos_usados/360x240/552955/552955_7241160.webp,2015.0,119400.0,gasolina,automatica,Lima,rojo,4.0,tela,1200.0,9.0
HYUNDAI,KONA,4x2,USD,29900.0,https://cde.neoauto.pe/autos_usados/360x240/580692/580692_6522451.webp,2024.0,600.0,otros,automatica_secuencial,Lima,blanco,4.0,tela,1600.0,0.0
MITSUBISHI,MONTERO,4x4,USD,39500.0,https://cde.neoauto.pe/autos_usados/360x240/737654/737654_2982562.webp,2020.0,38000.0,diesel,automatica_secuencial,Lima,negro,4.0,cuero,3200.0,4.0
VOLKSWAGEN,BEETLE,otros,USD,12200.0,https://cde.neoauto.pe/autos_usados/360x240/738765/738765_8011435.webp,2014.0,63000.0,gasolina,automatica,Lima,negro,4.0,tela,2480.0,10.0
JETOUR,DASHING,4x2,USD,26500.0,https://cde.neoauto.pe/autos_usados/360x240/738644/738644_9658184.webp,2024.0,11000.0,gasolina,automatica_secuencial,Provincias,blanco,4.0,tela,1600.0,0.0
HYUNDAI,VERNA,otros,USD,9800.0,https://cde.neoauto.pe/autos_usados/360x240/738703/738703_2060884.webp,2020.0,75000.0,dual,automatica_secuencial,Lima,negro,1.0,cuero,1400.0,4.0
RENAULT,KOLEOS,4x2,USD,17200.0,https://cde.neoauto.pe/autos_usados/360x240/572140/572140_6169994.webp,2018.0,50200.0,gasolina,automatica_secuencial,Lima,gris,,tela,2500.0,6.0
NISSAN,FRONTIER,4x2,USD,29000.0,https://cde.neoauto.pe/autos_usados/360x240/148021/148021_8076919.webp,2024.0,,diesel,mecanica,Lima,gris,4.0,tela,,0.0
DODGE,JOURNEY,otros,USD,15500.0,https://cde.neoauto.pe/autos_usados/360x240/700347/700347_8679630.webp,2018.0,,gasolina,automatica,Lima,Otro,,tela,,6.0
SUBARU,IMPREZA SEDÃN,otros,USD,16800.0,https://cde.neoauto.pe/autos_usados/360x240/226601/226601_4121067.webp,2017.0,35500.0,gasolina,automatica_secuencial,Lima,azul,4.0,tela,2000.0,7.0
MERCEDES BENZ,GLC 200 COUPE,4x4,USD,57500.0,https://cde.neoauto.pe/autos_usados/360x240/262171/262171_1340264.webp,2020.0,39500.0,gasolina,automatica_secuencial,Lima,gris,4.0,cuero,2000.0,4.0
HYUNDAI,SANTA FE,otros,USD,10900.0,https://cde.neoauto.pe/autos_usados/360x240/359106/359106_2955824.webp,2010.0,145300.0,gasolina,automatica_secuencial,Lima,gris,4.0,tela,2400.0,14.0
BMW,X1 20i,4x2,USD,27900.0,https://cde.neoauto.pe/autos_usados/360x240/738680/738680_3107263.webp,2019.0,30000.0,gasolina,automatica_secuencial,Lima,gris,,tela,2000.0,5.0
NISSAN,QASHQAI,4x4,USD,11900.0,https://cde.neoauto.pe/autos_usados/360x240/689493/689493_8633463.webp,2012.0,120000.0,dual,automatica_secuencial,Provincias,marron,4.0,cuero,2000.0,12.0
AUDI,Q5,otros,USD,17500.0,https://cde.neoauto.pe/autos_usados/360x240/738664/738664_4831802.webp,2014.0,74500.0,gasolina,automatica_secuencial,Lima,azul,4.0,cuero,2000.0,10.0
JAGUAR,E-PACE,otros,USD,36990.0,https://cde.neoauto.pe/autos_usados/360x240/509832/509832_5959306.webp,2018.0,23000.0,gasolina,automatica_secuencial,Lima,plata,4.0,tela,,6.0
JEEP,COMPASS,4x4,USD,10500.0,https://cde.neoauto.pe/autos_usados/360x240/159844/159844_8046195.webp,2012.0,87000.0,gasolina,automatica,Lima,rojo,4.0,tela,2400.0,12.0
MINI,COOPER S,otros,USD,24500.0,https://cde.neoauto.pe/autos_usados/360x240/545962/545962_2292313.webp,2017.0,20700.0,gasolina,automatica_secuencial,Lima,azul,,tela,2000.0,7.0
TOYOTA,LAND CRUISER PRADO,otros,USD,22000.0,https://cde.neoauto.pe/autos_usados/360x240/682392/682392_6399836.webp,2011.0,,gasolina,automatica_secuencial,Lima,Otro,6.0,tela,4000.0,13.0
MITSUBISHI,L200,4x4,USD,22900.0,https://cde.neoauto.pe/autos_usados/360x240/134687/134687_3279657.webp,2021.0,48350.0,diesel,mecanica,Lima,blanco,4.0,tela,2500.0,3.0
FORD,EXPEDITION,4x4,USD,44800.0,https://cde.neoauto.pe/autos_usados/360x240/738576/738576_6268701.webp,2020.0,51000.0,gasolina,automatica,Lima,gris,6.0,tela,35.0,4.0
TOYOTA,YARIS,otros,USD,12300.0,https://cde.neoauto.pe/autos_usados/360x240/517942/517942_7264869.webp,2017.0,45000.0,gas_gnv,automatica,Lima,gris,4.0,tela,1300.0,7.0
MG,360,4x2,USD,7700.0,https://cde.neoauto.pe/autos_usados/360x240/647708/647708_1092809.webp,2019.0,63000.0,gas_gnv,mecanica,Lima,rojo,4.0,tela,1500.0,5.0
SUZUKI,BALENO,4x2,USD,11500.0,https://cde.neoauto.pe/autos_usados/360x240/723295/723295_8210308.webp,2020.0,5000.0,gasolina,mecanica,Provincias,Otro,4.0,tela,1373.0,4.0
BMW,X6 35i,4x4,USD,44900.0,https://cde.neoauto.pe/autos_usados/360x240/266821/266821_1918378.webp,2018.0,65000.0,gasolina,automatica_secuencial,Lima,negro,6.0,tela,3000.0,6.0
CHEVROLET,TRAVERSE,otros,USD,29000.0,https://cde.neoauto.pe/autos_usados/360x240/347/347_4597842.webp,2018.0,37000.0,gasolina,automatica,Lima,gris,6.0,tela,,6.0
FORD,ECOSPORT,4x2,USD,14000.0,https://cde.neoauto.pe/autos_usados/360x240/543723/543723_2193500.webp,2018.0,96000.0,gasolina,mecanica,Lima,rojo,3.0,tela,1500.0,6.0
PEUGEOT,EXPERT,4x2,USD,21000.0,https://cde.neoauto.pe/autos_usados/360x240/737954/737954_1970893.webp,2020.0,8100.0,diesel,mecanica,Lima,blanco,4.0,tela,1997.0,4.0
PEUGEOT,BIPPER,4x2,USD,8000.0,https://cde.neoauto.pe/autos_usados/360x240/737954/737954_5369821.webp,2016.0,68000.0,gasolina,mecanica,Lima,blanco,4.0,tela,1360.0,8.0
AUDI,Q3,otros,USD,22990.0,https://cde.neoauto.pe/autos_usados/360x240/738464/738464_2416548.webp,2017.0,47000.0,gasolina,automatica_secuencial,Lima,blanco,4.0,cuero,2000.0,7.0
JAGUAR,F-PACE,4x4,USD,43000.0,https://cde.neoauto.pe/autos_usados/360x240/738288/738288_8504174.webp,2019.0,41659.0,gasolina,automatica_secuencial,Lima,gris,4.0,tela,1997.0,5.0
FORD,EDGE SEL,otros,USD,23000.0,https://cde.neoauto.pe/autos_usados/360x240/220565/220565_3190231.webp,2018.0,54500.0,gasolina,automatica_secuencial,Lima,negro,,cuero,2000.0,6.0
VOLKSWAGEN,TIGUAN,otros,USD,13000.0,https://cde.neoauto.pe/autos_usados/360x240/738498/738498_2830965.webp,2013.0,90000.0,gasolina,automatica,Lima,Otro,4.0,cuero,2000.0,11.0
