Brands,Models,Version,Currency,Price,Urlpic,Year,KM,Fuel_type,Transmission,Location,Color,Cilinder,Upholstery,Engine,Age
NISSAN,QASHQAI,4x4,USD,18499.0,https://cde.neoauto.pe/autos_usados/360x240/742417/742417_4616749.webp,2018.0,80000.0,gasolina,automatica,Lima,Otro,,tela,2000.0,6.0
SUBARU,CROSSTREK,otros,USD,26500.0,https://cde.neoauto.pe/autos_usados/360x240/740515/740515_9694966.webp,2024.0,12000.0,gasolina,automatica,Lima,azul,,tela,2000.0,0.0
TOYOTA,LAND CRUISER,4x4,USD,23000.0,https://cde.neoauto.pe/autos_usados/360x240/692310/692310_3880262.webp,2013.0,147000.0,gasolina,mecanica,Lima,azul,4.0,tela,2700.0,11.0
SUZUKI,SWIFT,otros,USD,8500.0,https://cde.neoauto.pe/autos_usados/360x240/742431/742431_6954760.webp,2015.0,118000.0,diesel,mecanica,Lima,plata,4.0,cuero,1200.0,9.0
MAZDA,3,4x2,USD,14900.0,https://cde.neoauto.pe/autos_usados/360x240/503001/503001_6757448.webp,2016.0,45000.0,gasolina,mecanica,Lima,blanco,4.0,tela,2500.0,8.0
MERCEDES BENZ,C-180,delantera,USD,22900.0,https://cde.neoauto.pe/autos_usados/360x240/240346/240346_6636631.webp,2017.0,22900.0,gasolina,automatica_secuencial,Lima,azul,,cuero,1600.0,7.0
KIA,CERATO KOUP,otros,USD,9500.0,https://cde.neoauto.pe/autos_usados/360x240/491068/491068_7207741.webp,2015.0,94000.0,gasolina,mecanica,Lima,gris,,tela,2000.0,9.0
VOLKSWAGEN,POLO,otros,USD,8900.0,https://cde.neoauto.pe/autos_usados/360x240/159167/159167_2841824.webp,2011.0,101000.0,gasolina,automatica_secuencial,Lima,gris,4.0,tela,1400.0,13.0
BMW,X-3,otros,USD,24000.0,https://cde.neoauto.pe/autos_usados/360x240/711071/711071_9515419.webp,2017.0,64000.0,gasolina,automatica_secuencial,Provincias,Otro,,tela,2000.0,7.0
RENAULT,STEPWAY,otros,USD,7600.0,https://cde.neoauto.pe/autos_usados/360x240/104658/104658_7450740.webp,2015.0,61200.0,gasolina,mecanica,Lima,Otro,4.0,tela,1600.0,9.0
KIA,SORENTO,4x2,USD,13500.0,https://cde.neoauto.pe/autos_usados/360x240/235487/235487_9514937.webp,2013.0,160000.0,dual,automatica_secuencial,Lima,Otro,4.0,tela,2400.0,11.0
OTROS,OTROS,otros,USD,12000.0,https://cde.neoauto.pe/autos_usados/360x240/742427/742427_3146084.webp,2018.0,23000.0,diesel,mecanica,Lima,blanco,,tela,,6.0
CHERY,TIGGO 7 PRO,4x2,USD,16000.0,https://cde.neoauto.pe/autos_usados/360x240/603577/603577_4747330.webp,2022.0,16000.0,gasolina,automatica,Lima,Otro,4.0,tela,1500.0,2.0
SUBARU,IMPREZA SPORT,otros,USD,17500.0,https://cde.neoauto.pe/autos_usados/360x240/740451/740451_6313124.webp,2018.0,32000.0,gasolina,automatica_secuencial,Lima,blanco,4.0,tela,2000.0,6.0
MERCEDES BENZ,A200,delantera,USD,17500.0,https://cde.neoauto.pe/autos_usados/360x240/661415/661415_4894931.webp,2016.0,49500.0,gasolina,automatica_secuencial,Lima,blanco,4.0,cuero,1600.0,8.0
VOLKSWAGEN,TIGUAN,otros,USD,8500.0,https://cde.neoauto.pe/autos_usados/360x240/742410/742410_8179086.webp,2008.0,117000.0,gasolina,automatica_secuencial,Lima,blanco,,tela,2000.0,16.0
MITSUBISHI,L200,4x2,USD,18000.0,https://cde.neoauto.pe/autos_usados/360x240/705483/705483_7112884.webp,2015.0,239000.0,diesel,mecanica,Lima,blanco,4.0,tela,4500.0,9.0
HYUNDAI,ACCENT,otros,USD,11800.0,https://cde.neoauto.pe/autos_usados/360x240/682305/682305_1327166.webp,2021.0,66800.0,gas_glp,mecanica,Lima,azul,4.0,tela,1400.0,3.0
KIA,RIO,4x2,USD,12000.0,https://cde.neoauto.pe/autos_usados/360x240/737656/737656_9782926.webp,2017.0,35000.0,dual,mecanica,Lima,negro,4.0,tela,1396.0,7.0
MAZDA,CX-3,otros,USD,17000.0,https://cde.neoauto.pe/autos_usados/360x240/742350/742350_3984047.webp,2019.0,51000.0,gasolina,automatica,Lima,azul,4.0,cuero,2000.0,5.0
HYUNDAI,CRETA,otros,USD,18000.0,https://cde.neoauto.pe/autos_usados/360x240/742441/742441_1773740.webp,2019.0,3800.0,dual,automatica_secuencial,Lima,azul,4.0,tela,1591.0,5.0
VOLKSWAGEN,T-CROSS,4x2,USD,23000.0,https://cde.neoauto.pe/autos_usados/360x240/699354/699354_3450818.webp,2024.0,11500.0,gasolina,mecanica,Provincias,plata,3.0,tela,1000.0,0.0
JEEP,GRAND CHEROKEE LIMITED,4x4,USD,12500.0,https://cde.neoauto.pe/autos_usados/360x240/705238/705238_5609875.webp,2006.0,167764.0,gasolina,automatica_secuencial,Lima,azul,8.0,tela,4700.0,18.0
PEUGEOT,LANDTREK,4x4,USD,27500.0,https://cde.neoauto.pe/autos_usados/360x240/742419/742419_3651071.webp,2022.0,61000.0,diesel,mecanica,Provincias,gris,4.0,tela,1910.0,2.0
RENAULT,KOLEOS,4x2,USD,11900.0,https://cde.neoauto.pe/autos_usados/360x240/742261/742261_3181001.webp,2013.0,93000.0,gasolina,mecanica,Lima,Otro,4.0,tela,,11.0
HYUNDAI,SANTA FE,4x2,USD,28000.0,https://cde.neoauto.pe/autos_usados/360x240/742324/742324_8043030.webp,2023.0,16000.0,gasolina,automatica_secuencial,Provincias,blanco,4.0,tela,2.0,1.0
VOLKSWAGEN,AMAROK,4x4,USD,17000.0,https://cde.neoauto.pe/autos_usados/360x240/397441/397441_1494047.webp,2014.0,135000.0,diesel,mecanica,Provincias,negro,4.0,tela,2000.0,10.0
CHEVROLET,ALL NEW JOY,4x2,USD,10900.0,https://cde.neoauto.pe/autos_usados/360x240/429649/429649_7756486.webp,2023.0,24000.0,dual,mecanica,Lima,negro,,tela,1400.0,1.0
HYUNDAI,ACCENT,otros,USD,8500.0,https://cde.neoauto.pe/autos_usados/360x240/688731/688731_9216141.webp,2012.0,70000.0,gasolina,automatica_secuencial,Lima,Otro,,tela,,12.0
MITSUBISHI,L200,4x4,USD,14500.0,https://cde.neoauto.pe/autos_usados/360x240/705945/705945_9666135.webp,2014.0,150000.0,diesel,mecanica,Lima,negro,4.0,tela,2500.0,10.0
FORD,ECOSPORT,otros,USD,14990.0,https://cde.neoauto.pe/autos_usados/360x240/655694/655694_9662055.webp,2020.0,70000.0,gasolina,automatica_secuencial,Lima,Otro,3.0,tela,1500.0,4.0
CHEVROLET,CAPTIVA,4x2,USD,18000.0,,2024.0,8086.0,gasolina,mecanica,Lima,blanco,4.0,cuero,1500.0,0.0
CHANGAN,UNIT-T,4x2,USD,23000.0,https://cde.neoauto.pe/autos_usados/360x240/742170/742170_3167106.webp,2024.0,9500.0,dual,automatica,Lima,blanco,4.0,tela,1500.0,0.0
SUBARU,ALL NEW OUTBACK,4x4,USD,10900.0,https://cde.neoauto.pe/autos_usados/360x240/713817/713817_1853995.webp,2012.0,77000.0,gasolina,automatica,Lima,gris,4.0,tela,2457.0,12.0
FORD,F-150,4x4,USD,20500.0,https://cde.neoauto.pe/autos_usados/360x240/658718/658718_1198210.webp,2013.0,100000.0,gasolina,automatica_secuencial,Lima,blanco,8.0,tela,5000.0,11.0
HAVAL,JOLION,4x2,USD,17000.0,https://cde.neoauto.pe/autos_usados/360x240/692936/692936_2443104.webp,2022.0,13000.0,gasolina,automatica_secuencial,Lima,Otro,,tela,1500.0,2.0
TOYOTA,FORTUNER,4x4,USD,34000.0,https://cde.neoauto.pe/autos_usados/360x240/720947/720947_4582023.webp,2017.0,90000.0,diesel,automatica_secuencial,Provincias,Otro,4.0,cuero,2800.0,7.0
FORD,ECOSPORT,4x2,USD,15500.0,https://cde.neoauto.pe/autos_usados/360x240/488054/488054_1822232.webp,2019.0,78000.0,gasolina,automatica_secuencial,Lima,blanco,12.0,tela,2000.0,5.0
NISSAN,NAVARA,4x2,USD,12000.0,https://cde.neoauto.pe/autos_usados/360x240/39037/39037_5708878.webp,2012.0,176000.0,diesel,mecanica,Provincias,gris,4.0,tela,2500.0,12.0
HONDA,ACCORD,otros,USD,10500.0,https://cde.neoauto.pe/autos_usados/360x240/742343/742343_4915131.webp,2012.0,96000.0,gasolina,automatica,Lima,gris,4.0,tela,2400.0,12.0
MITSUBISHI,OUTLANDER,4x2,USD,16900.0,https://cde.neoauto.pe/autos_usados/360x240/184768/184768_1710771.webp,2018.0,55000.0,gasolina,automatica_secuencial,Lima,blanco,4.0,tela,2000.0,6.0
GREAT WALL,DEER,4x2,USD,2500.0,https://cde.neoauto.pe/autos_usados/360x240/702685/702685_5551823.webp,2008.0,280000.0,diesel,mecanica,Lima,negro,4.0,tela,,16.0
HYUNDAI,SANTA FE,4x2,USD,16000.0,https://cde.neoauto.pe/autos_usados/360x240/193777/193777_1535614.webp,2013.0,111.0,gasolina,mecanica,Lima,gris,4.0,tela,2400.0,11.0
VOLKSWAGEN,BORA,otros,USD,8700.0,https://cde.neoauto.pe/autos_usados/360x240/742353/742353_1600070.webp,2012.0,115000.0,diesel,mecanica,Provincias,Otro,,tela,2000.0,12.0
FORD,FREESTAR,delantera,USD,6500.0,https://cde.neoauto.pe/autos_usados/360x240/463894/463894_7329747.webp,2004.0,,gasolina,automatica,Lima,azul,6.0,tela,3900.0,20.0
HONDA,ACCORD,otros,USD,9800.0,https://cde.neoauto.pe/autos_usados/360x240/713554/713554_6215209.webp,2012.0,152000.0,gasolina,automatica,Lima,plata,6.0,tela,3600.0,12.0
HONDA,CIVIC,otros,USD,8500.0,https://cde.neoauto.pe/autos_usados/360x240/493466/493466_2900622.webp,2009.0,160000.0,gasolina,mecanica,Lima,gris,4.0,cuero,1800.0,15.0
TOYOTA,COROLLA,otros,USD,11000.0,https://cde.neoauto.pe/autos_usados/360x240/742365/742365_3216700.webp,2012.0,106000.0,gasolina,mecanica,Lima,rojo,4.0,tela,1600.0,12.0
MAZDA,3,4x2,USD,19000.0,https://cde.neoauto.pe/autos_usados/360x240/687597/687597_2926169.webp,2021.0,21600.0,gasolina,automatica_secuencial,Lima,gris,4.0,tela,2000.0,3.0
PORSCHE,CAYENNE S,otros,USD,24800.0,https://cde.neoauto.pe/autos_usados/360x240/314936/314936_7396045.webp,2011.0,98000.0,gasolina,automatica_secuencial,Lima,gris,8.0,tela,4800.0,13.0
MERCEDES BENZ,GLA 180,otros,USD,25900.0,https://cde.neoauto.pe/autos_usados/360x240/496041/496041_1989973.webp,2020.0,40000.0,gasolina,automatica_secuencial,Lima,negro,,cuero,,4.0
KIA,RIO,otros,USD,12700.0,https://cde.neoauto.pe/autos_usados/360x240/343754/343754_9605496.webp,2018.0,83000.0,gas_glp,automatica,Lima,blanco,4.0,tela,1368.0,6.0
BMW,316i,otros,USD,16000.0,https://cde.neoauto.pe/autos_usados/360x240/276075/276075_7544543.webp,2013.0,47600.0,gasolina,automatica_secuencial,Lima,Otro,4.0,tela,1593.0,11.0
KIA,SELTOS,4x2,USD,19000.0,https://cde.neoauto.pe/autos_usados/360x240/742317/742317_9730389.webp,2023.0,19000.0,gasolina,automatica_secuencial,Lima,blanco,4.0,tela,1600.0,1.0
HYUNDAI,i10,otros,USD,6000.0,https://cde.neoauto.pe/autos_usados/360x240/740228/740228_7237979.webp,2011.0,89500.0,gasolina,mecanica,Lima,negro,4.0,tela,1100.0,13.0
AUDI,Q5,otros,USD,20000.0,https://cde.neoauto.pe/autos_usados/360x240/176430/176430_4222310.webp,2014.0,42500.0,gasolina,automatica_secuencial,Lima,gris,4.0,cuero,2000.0,10.0
HYUNDAI,H-1,4x2,USD,19500.0,https://cde.neoauto.pe/autos_usados/360x240/740191/740191_9279900.webp,2019.0,94000.0,gasolina,mecanica,Lima,azul,4.0,cuero,2400.0,5.0
VOLVO,240,delantera,USD,2600.0,https://cde.neoauto.pe/autos_usados/360x240/463894/463894_2276488.webp,1987.0,,gasolina,automatica,Lima,gris,4.0,tela,2400.0,37.0
BMW,X3 20i,4x2,USD,36000.0,https://cde.neoauto.pe/autos_usados/360x240/383855/383855_9598566.webp,2020.0,31500.0,gasolina,automatica_secuencial,Lima,gris,4.0,cuero,2000.0,4.0
VOLKSWAGEN,JETTA,delantera,USD,18900.0,https://cde.neoauto.pe/autos_usados/360x240/742357/742357_1087590.webp,2021.0,11300.0,gasolina,automatica_secuencial,Provincias,gris,4.0,tela,1400.0,3.0
HYUNDAI,AZERA,otros,USD,12000.0,https://cde.neoauto.pe/autos_usados/360x240/740841/740841_8641207.webp,2012.0,44000.0,gasolina,automatica,Lima,gris,6.0,tela,3000.0,12.0
CHERY,TIGGO 3,4x2,USD,10500.0,https://cde.neoauto.pe/autos_usados/360x240/663360/663360_5525311.webp,2016.0,137000.0,gasolina,automatica,Lima,Otro,4.0,tela,1598.0,8.0
FORD,RANGER,4x4,USD,33000.0,https://cde.neoauto.pe/autos_usados/360x240/738425/738425_8290991.webp,2023.0,9200.0,diesel,mecanica,Provincias,gris,5.0,cuero,3200.0,1.0
NISSAN,TIIDA,otros,USD,6800.0,https://cde.neoauto.pe/autos_usados/360x240/740213/740213_5124171.webp,2013.0,89000.0,gas_glp,automatica,Lima,plata,4.0,tela,1600.0,11.0
SUZUKI,CIAZ,otros,USD,9800.0,https://cde.neoauto.pe/autos_usados/360x240/738632/738632_5813641.webp,2019.0,51600.0,gasolina,mecanica,Provincias,negro,4.0,cuero,1400.0,5.0
HONDA,PILOT,otros,USD,22000.0,https://cde.neoauto.pe/autos_usados/360x240/737789/737789_9351402.webp,2016.0,70000.0,gasolina,automatica,Provincias,azul,6.0,tela,,8.0
HYUNDAI,TUCSON,otros,USD,19000.0,https://cde.neoauto.pe/autos_usados/360x240/78248/78248_2810033.webp,2019.0,83000.0,dual,automatica_secuencial,Lima,blanco,4.0,cuero,2000.0,5.0
MAZDA,3,delantera,USD,9900.0,https://cde.neoauto.pe/autos_usados/360x240/199251/199251_8844554.webp,2014.0,79590.0,gasolina,automatica_secuencial,Lima,Otro,4.0,tela,1600.0,10.0
MITSUBISHI,L200,4x4,USD,13000.0,https://cde.neoauto.pe/autos_usados/360x240/740723/740723_8060233.webp,2012.0,100000.0,diesel,mecanica,Provincias,negro,,tela,2500.0,12.0
DAIHATSU,CHARADE SOCIAL,otros,USD,2700.0,https://cde.neoauto.pe/autos_usados/360x240/739709/739709_9504619.webp,1992.0,,gasolina,mecanica,Lima,negro,4.0,tela,1300.0,32.0
HYUNDAI,i30,otros,USD,10700.0,https://cde.neoauto.pe/autos_usados/360x240/587739/587739_7149537.webp,2013.0,39000.0,diesel,automatica,Lima,negro,4.0,tela,1600.0,11.0
MITSUBISHI,OUTLANDER,4x2,USD,17000.0,https://cde.neoauto.pe/autos_usados/360x240/727310/727310_2251839.webp,2015.0,50000.0,gasolina,automatica_secuencial,Lima,gris,4.0,cuero,2000.0,9.0
JEEP,PATRIOT,4x2,USD,12100.0,https://cde.neoauto.pe/autos_usados/360x240/404178/404178_2029348.webp,2013.0,124300.0,gasolina,automatica,Lima,Otro,4.0,cuero,2400.0,11.0
VOLKSWAGEN,BORA,4x2,USD,5800.0,https://cde.neoauto.pe/autos_usados/360x240/313295/313295_3760602.webp,2000.0,138000.0,gas_gnv,automatica,Lima,Otro,4.0,tela,2000.0,24.0
VOLKSWAGEN,T-CROSS,4x2,USD,16000.0,https://cde.neoauto.pe/autos_usados/360x240/742366/742366_8229816.webp,2020.0,36000.0,gasolina,mecanica,Lima,rojo,4.0,tela,1598.0,4.0
NISSAN,X-TRAIL,4x2,USD,14499.0,https://cde.neoauto.pe/autos_usados/360x240/199827/199827_7846635.webp,2016.0,74800.0,gasolina,automatica_secuencial,Lima,Otro,4.0,tela,2400.0,8.0
KIA,SORENTO,4x2,USD,24900.0,https://cde.neoauto.pe/autos_usados/360x240/483730/483730_7652608.webp,2018.0,35000.0,gasolina,automatica,Lima,gris,4.0,tela,2400.0,6.0
KIA,SORENTO,4x2,USD,24900.0,https://cde.neoauto.pe/autos_usados/360x240/483730/483730_8287982.webp,2018.0,35000.0,gasolina,automatica,Lima,gris,4.0,tela,2400.0,6.0
KIA,RIO,delantera,USD,6500.0,https://cde.neoauto.pe/autos_usados/360x240/742292/742292_5307185.webp,2010.0,113977.0,gasolina,automatica,Lima,plata,4.0,tela,1500.0,14.0
SUBARU,NEW XV,otros,USD,16900.0,https://cde.neoauto.pe/autos_usados/360x240/13605/13605_5917884.webp,2018.0,79000.0,gasolina,automatica_secuencial,Lima,negro,4.0,tela,2000.0,6.0
MAZDA,3 SPORT,delantera,USD,15000.0,https://cde.neoauto.pe/autos_usados/360x240/742298/742298_2829998.webp,2018.0,52000.0,gasolina,automatica_secuencial,Lima,blanco,4.0,tela,2000.0,6.0
SUBARU,XV,otros,USD,18000.0,https://cde.neoauto.pe/autos_usados/360x240/226503/226503_9276333.webp,2018.0,52000.0,gasolina,automatica_secuencial,Lima,Otro,,tela,2000.0,6.0
NISSAN,SENTRA V16,delantera,USD,3200.0,https://cde.neoauto.pe/autos_usados/360x240/683773/683773_5269234.webp,1995.0,224495.0,dual,mecanica,Lima,negro,4.0,tela,1600.0,29.0
TOYOTA,FORTUNER,4x2,USD,33000.0,https://cde.neoauto.pe/autos_usados/360x240/302635/302635_2708582.webp,2018.0,46650.0,gasolina,automatica_secuencial,Lima,plata,,cuero,2700.0,6.0
VOLKSWAGEN,NIVUS,4x2,USD,15990.0,https://cde.neoauto.pe/autos_usados/360x240/742372/742372_4522424.webp,2022.0,26000.0,gasolina,mecanica,Lima,rojo,3.0,tela,1000.0,2.0
CITROEN,C-ELYSÃ‰E,delantera,USD,8500.0,https://cde.neoauto.pe/autos_usados/360x240/381274/381274_9771199.webp,2018.0,56000.0,dual,mecanica,Lima,gris,3.0,tela,1200.0,6.0
CHERY,TIGGO 2 PRO,4x2,USD,10500.0,https://cde.neoauto.pe/autos_usados/360x240/742327/742327_5236614.webp,2022.0,32300.0,gasolina,automatica,Provincias,rojo,4.0,tela,1497.0,2.0
SUBARU,IMPREZA SPORT,otros,USD,12650.0,https://cde.neoauto.pe/autos_usados/360x240/742326/742326_6063116.webp,2018.0,61100.0,gasolina,automatica,Provincias,rojo,4.0,tela,1600.0,6.0
HONDA,CR-V,4x2,USD,16000.0,https://cde.neoauto.pe/autos_usados/360x240/719274/719274_4739056.webp,2015.0,92000.0,gasolina,automatica,Lima,blanco,,cuero,2400.0,9.0
SUBARU,FORESTER,otros,USD,16300.0,https://cde.neoauto.pe/autos_usados/360x240/740522/740522_6543644.webp,2015.0,69315.0,gasolina,automatica_secuencial,Lima,rojo,4.0,cuero,2000.0,9.0
HYUNDAI,SONATA,delantera,USD,12000.0,https://cde.neoauto.pe/autos_usados/360x240/180153/180153_4822169.webp,2015.0,100000.0,gas_glp,automatica_secuencial,Lima,plata,4.0,tela,2000.0,9.0
FORD,ECOSPORT,4x4,USD,18500.0,https://cde.neoauto.pe/autos_usados/360x240/667969/667969_2107573.webp,2022.0,18000.0,gasolina,automatica,Lima,gris,3.0,tela,1500.0,2.0
VOLKSWAGEN,T-CROSS,4x2,USD,15900.0,https://cde.neoauto.pe/autos_usados/360x240/742367/742367_4212483.webp,2020.0,62000.0,gasolina,mecanica,Provincias,Otro,4.0,tela,1600.0,4.0
SUBARU,IMPREZA SEDÃN,otros,USD,15800.0,https://cde.neoauto.pe/autos_usados/360x240/742336/742336_9324753.webp,2020.0,40000.0,gasolina,automatica,Lima,plata,,tela,16.0,4.0
MAZDA,CX-9,4x4,USD,34000.0,https://cde.neoauto.pe/autos_usados/360x240/719274/719274_7089863.webp,2020.0,22000.0,gasolina,automatica_secuencial,Lima,blanco,4.0,tela,,4.0
TOYOTA,RAV4,4x2,USD,27000.0,https://cde.neoauto.pe/autos_usados/360x240/157155/157155_5215468.webp,2019.0,94196.0,,automatica,Provincias,azul,,tela,,5.0
NISSAN,FRONTIER,4x4,USD,27500.0,https://cde.neoauto.pe/autos_usados/360x240/742345/742345_9402044.webp,2022.0,33000.0,diesel,mecanica,Provincias,blanco,,tela,,2.0
DFSK,GLORY 580,4x2,USD,9990.0,https://cde.neoauto.pe/autos_usados/360x240/726839/726839_7880171.webp,2018.0,60000.0,gasolina,mecanica,Lima,negro,4.0,tela,1800.0,6.0
HYUNDAI,ELANTRA,otros,USD,13500.0,https://cde.neoauto.pe/autos_usados/360x240/673692/673692_9617746.webp,2018.0,62000.0,gasolina,automatica,Lima,gris,4.0,tela,1600.0,6.0
PEUGEOT,308,otros,USD,12800.0,https://cde.neoauto.pe/autos_usados/360x240/679108/679108_7763148.webp,2017.0,53000.0,gasolina,mecanica,Lima,rojo,,tela,,7.0
VOLVO,460,4x2,USD,1300.0,https://cde.neoauto.pe/autos_usados/360x240/729388/729388_2226895.webp,1996.0,,dual,automatica,Lima,Otro,4.0,tela,2000.0,28.0
BMW,118i,otros,USD,17999.0,https://cde.neoauto.pe/autos_usados/360x240/438967/438967_7183181.webp,2018.0,30000.0,gasolina,automatica_secuencial,Lima,blanco,3.0,cuero,1500.0,6.0
BYD,F3,delantera,USD,4700.0,https://cde.neoauto.pe/autos_usados/360x240/742319/742319_7790581.webp,2014.0,200.0,gas_gnv,mecanica,Lima,gris,4.0,cuero,1400.0,10.0
VOLKSWAGEN,CC,otros,USD,12000.0,https://cde.neoauto.pe/autos_usados/360x240/396174/396174_8502945.webp,2015.0,64000.0,gasolina,automatica,Lima,azul,4.0,tela,1800.0,9.0
CHANGAN,CS15,otros,USD,11800.0,https://cde.neoauto.pe/autos_usados/360x240/590143/590143_7105480.webp,2023.0,37000.0,gas_glp,mecanica,Lima,negro,,tela,,1.0
SUZUKI,KIZASHI,otros,USD,9750.0,https://cde.neoauto.pe/autos_usados/360x240/742325/742325_6214577.webp,2014.0,110000.0,gasolina,automatica,Provincias,blanco,4.0,tela,2400.0,10.0
DAEWOO,DAMAS II,posterior,USD,5100.0,https://cde.neoauto.pe/autos_usados/360x240/742333/742333_2244749.webp,2009.0,137000.0,gas_glp,mecanica,Lima,blanco,3.0,tela,800.0,15.0
CHEVROLET,TRACKER,otros,USD,16000.0,https://cde.neoauto.pe/autos_usados/360x240/466656/466656_1459817.webp,2016.0,60000.0,gasolina,mecanica,Lima,Otro,4.0,cuero,,8.0
VOLKSWAGEN,BORA,otros,USD,6700.0,https://cde.neoauto.pe/autos_usados/360x240/653660/653660_1718542.webp,2010.0,140000.0,dual,automatica_secuencial,Lima,negro,4.0,tela,2000.0,14.0
TOYOTA,4RUNNER,4x4,USD,14900.0,https://cde.neoauto.pe/autos_usados/360x240/742305/742305_1416295.webp,2005.0,,dual,automatica,Lima,plata,6.0,tela,,19.0
MERCEDES BENZ,GLA 200,4x2,USD,37500.0,https://cde.neoauto.pe/autos_usados/360x240/385723/385723_4149051.webp,2021.0,42000.0,gasolina,automatica_secuencial,Lima,gris,4.0,cuero,1300.0,3.0
CHEVROLET,TRAVERSE,otros,USD,12000.0,https://cde.neoauto.pe/autos_usados/360x240/738092/738092_7831793.webp,2011.0,73600.0,gasolina,automatica_secuencial,Lima,negro,6.0,tela,3600.0,13.0
FORD,ESCORT,4x2,USD,2000.0,https://cde.neoauto.pe/autos_usados/360x240/742360/742360_2062748.webp,2000.0,,gasolina,mecanica,Lima,rojo,,tela,1600.0,24.0
FORD,RANGER LIMITED,4x4,USD,32000.0,https://cde.neoauto.pe/autos_usados/360x240/573302/573302_6017910.webp,2020.0,63000.0,diesel,automatica_secuencial,Lima,Otro,5.0,cuero,3200.0,4.0
VOLKSWAGEN,POLO,otros,USD,4000.0,https://cde.neoauto.pe/autos_usados/360x240/742349/742349_6787652.webp,2001.0,177000.0,,mecanica,Lima,Otro,,cuero,,23.0
CHEVROLET,AVEO,otros,USD,5700.0,https://cde.neoauto.pe/autos_usados/360x240/740205/740205_6303325.webp,2011.0,92900.0,gasolina,automatica,Lima,plata,4.0,tela,1400.0,13.0
SUBARU,XV,otros,USD,25000.0,https://cde.neoauto.pe/autos_usados/360x240/194072/194072_6068723.webp,2022.0,5000.0,gasolina,automatica,Lima,rojo,,tela,,2.0
CHEVROLET,SONIC,otros,USD,6000.0,https://cde.neoauto.pe/autos_usados/360x240/308341/308341_8123140.webp,2013.0,82000.0,gasolina,mecanica,Lima,gris,,tela,1600.0,11.0
AUDI,S3,otros,USD,21000.0,https://cde.neoauto.pe/autos_usados/360x240/203137/203137_3118244.webp,2014.0,64000.0,gasolina,automatica_secuencial,Lima,rojo,4.0,tela,2000.0,10.0
MAZDA,CX-3,4x2,USD,20000.0,https://cde.neoauto.pe/autos_usados/360x240/737174/737174_5302743.webp,2022.0,19000.0,gasolina,automatica_secuencial,Lima,gris,,tela,2000.0,2.0
JAC,S2,otros,USD,9000.0,https://cde.neoauto.pe/autos_usados/360x240/742332/742332_4150855.webp,2021.0,,gas_glp,mecanica,Lima,Otro,,tela,,3.0
RENAULT,CAPTUR,4x2,USD,12300.0,https://cde.neoauto.pe/autos_usados/360x240/171348/171348_4450796.webp,2018.0,47000.0,gasolina,mecanica,Lima,Otro,4.0,tela,1998.0,6.0
SUBARU,FORESTER,otros,USD,29000.0,https://cde.neoauto.pe/autos_usados/360x240/742352/742352_1423782.webp,2020.0,6900.0,gasolina,automatica,Lima,gris,4.0,tela,2000.0,4.0
CHEVROLET,ONIX,delantera,USD,10500.0,https://cde.neoauto.pe/autos_usados/360x240/740433/740433_7354619.webp,2021.0,2700.0,dual,mecanica,Lima,gris,3.0,tela,1000.0,3.0
BMW,X5 35i,4x4,USD,17700.0,https://cde.neoauto.pe/autos_usados/360x240/658322/658322_2432092.webp,2013.0,70800.0,gasolina,automatica_secuencial,Provincias,blanco,6.0,tela,3000.0,11.0
BMW,320i,otros,USD,16300.0,https://cde.neoauto.pe/autos_usados/360x240/413484/413484_6257205.webp,2013.0,29000.0,gasolina,automatica_secuencial,Provincias,gris,4.0,cuero,2000.0,11.0
TOYOTA,ETIOS,4x2,USD,13500.0,https://cde.neoauto.pe/autos_usados/360x240/742268/742268_9187333.webp,2023.0,24570.0,gas_gnv,mecanica,Provincias,negro,4.0,tela,1500.0,1.0
DONGFENG,SUPERVAN,4x2,USD,7000.0,https://cde.neoauto.pe/autos_usados/360x240/742050/742050_6381075.webp,2014.0,,gas_gnv,mecanica,Lima,blanco,4.0,tela,5200.0,10.0
MERCEDES BENZ,CLA 200 COUPE,delantera,USD,17900.0,https://cde.neoauto.pe/autos_usados/360x240/742276/742276_3994713.webp,2014.0,28400.0,gasolina,automatica_secuencial,Provincias,rojo,,cuero,1600.0,10.0
TOYOTA,RAV4,otros,USD,25900.0,https://cde.neoauto.pe/autos_usados/360x240/741752/741752_6942318.webp,2023.0,8000.0,gasolina,mecanica,Lima,Otro,,tela,2000.0,1.0
SUZUKI,VITARA,4x4,USD,13600.0,https://cde.neoauto.pe/autos_usados/360x240/742289/742289_6752464.webp,2018.0,60000.0,gasolina,mecanica,Provincias,blanco,4.0,tela,,6.0
MITSUBISHI,ASX,4x2,USD,11500.0,https://cde.neoauto.pe/autos_usados/360x240/742294/742294_8683219.webp,2015.0,124000.0,gasolina,mecanica,Lima,gris,4.0,tela,2000.0,9.0
HONDA,ODYSSEY,otros,USD,13800.0,https://cde.neoauto.pe/autos_usados/360x240/706727/706727_9155881.webp,2013.0,87000.0,gasolina,automatica_secuencial,Lima,gris,6.0,tela,1.0,11.0
TOYOTA,COROLLA,4x2,USD,20500.0,https://cde.neoauto.pe/autos_usados/360x240/172875/172875_2999681.webp,2021.0,18400.0,gasolina,automatica_secuencial,Lima,negro,,tela,1600.0,3.0
